fblnSTCLCFirstTimeFiler,fblnSTCLCHiRiskRouting,fblnSTEmail,fblnSTEstimatedPayment,fblnSTFS_Single,fblnSTIPMobile,fblnSTIPNotUS,fblnUINoNameMatch,fcurMeFBusinessIncomeLoss,fcurMeFRefund,fcurMeFSchA1098MortIntNot,fcurMeFSchACasualtyTheftLoss,fcurMeFSchCCommissionsFees,fcurMeFSchCDeprAndSect179,fcurMeFSchCGrossIncome,fcurMeFSchCMortIntPaidBanks,fcurMeFSchCNetGrossReceipts,fcurMeFSchCOfficeExpenses,fcurMeFSchETotDepreciation,fcurMeFSchFDeprSect179Ded,fcurMeFSchFTotalExpenses,fcurMeFSelfEmpHealthIns,fcurMeFW2AllocatedTips,fcurMeFW2LocalWagesAndTips,fcurMeFW2Wages,fcurSTAGI,fcurSTOtherTaxCredit,fcurSTTotalAdjustments,fcurZPIncome,fdblSTCLCSusPreparer,fintMeF8863Count,fintSTCLCRefundVar1,fintSTTPPeriodCount,flngCLCIssueCount,flngEntityRecordCount,fblnFraud
1,0,1,0,1,0,0,1,0,2089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9243,9243,14,0,49029,NULL,1,NULL,0,1,28,1
1,1,0,0,1,0,NULL,1,0,1454,0,0,0,0,0,0,0,0,0,0,0,0,0,24757,5734,NULL,0,0,37375,NULL,0,NULL,0,1,6,1
0,1,0,0,1,0,0,1,0,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15800,15800,0,0,40318,NULL,0,NULL,5,1,18,1
0,0,0,0,0,0,0,1,-10609,4551,0,0,0,0,-9804,0,0,0,0,0,0,0,0,0,41204,NULL,0,0,41727,NULL,0,NULL,8,0,62,1
0,1,0,0,1,0,NULL,1,0,9373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160243,160243,0,0,71772,NULL,0,NULL,9,1,272,1
0,NULL,0,0,0,0,0,1,0,5803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22991,22991,0,0,57373,NULL,0,NULL,2,0,1,1
0,0,1,0,0,0,0,1,0,6845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12025,8025,0,0,50876,NULL,0,NULL,1,0,56,1
0,1,0,0,1,0,0,1,0,9648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12523,12523,23,0,36459,NULL,1,NULL,3,1,4,1
0,0,0,0,0,0,0,1,0,6581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,995,24208,117,0,27335,NULL,0,NULL,6,0,45,1
0,1,0,0,1,0,0,1,0,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8799,8799,0,0,70251,NULL,0,NULL,4,1,38,1
0,1,0,0,1,0,0,1,0,1398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17680,17680,0,0,43474,NULL,0,NULL,3,1,35,1
0,1,0,0,1,0,0,1,0,4880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15544,23516,0,0,25862,NULL,0,NULL,3,1,33,1
0,0,1,0,0,0,0,1,0,5251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12334,17468,10,0,17043,NULL,0,NULL,6,0,49,1
0,1,0,0,0,1,0,1,0,7561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122638,122638,0,0,62438,NULL,0,NULL,9,1,86,1
1,1,0,0,1,1,0,1,3729,386,0,0,0,0,2259,0,2259,0,0,0,0,0,0,0,0,12104,8,0,50229,NULL,0,NULL,0,2,3,1
0,0,0,0,0,0,0,1,0,5801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29454,29454,0,0,44158,NULL,1,NULL,5,1,0,1
0,1,0,0,1,0,0,1,0,5977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24433,21933,0,0,37496,NULL,0,NULL,1,1,10,1
0,0,0,0,0,1,0,1,0,9480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19936,19936,20,0,33236,NULL,0,NULL,7,0,21,1
0,1,0,0,1,0,0,1,0,1227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14009,14009,8,0,62042,NULL,0,NULL,4,1,27,1
0,1,0,0,1,0,0,1,0,1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8299,8299,0,0,50115,NULL,0,NULL,1,1,8,1
0,1,1,0,0,0,0,1,0,9518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6990,6990,0,0,33236,NULL,0,NULL,9,1,75,1
0,0,1,0,1,0,NULL,1,0,6095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20703,20703,0,0,23608,NULL,0,NULL,1,0,8,1
0,0,0,0,0,0,0,1,3670,7345,0,0,0,0,36000,0,36000,0,0,0,0,0,0,0,18653,22063,0,0,56475,NULL,0,NULL,8,0,29,1
0,1,0,0,0,1,0,1,0,6335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102500,119500,0,0,97853,NULL,0,NULL,7,1,606,1
0,0,0,0,0,1,0,1,0,5456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7945,11484,0,0,47411,NULL,0,NULL,2,0,70,1
1,1,0,0,1,0,0,1,0,6456,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26091,NULL,0,0,62972,NULL,1,NULL,0,1,0,1
0,1,1,0,1,0,0,1,0,1887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28544,27344,1151,0,69412,NULL,0,NULL,3,1,38,1
1,1,1,0,0,0,NULL,1,0,5465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18652,18652,5,0,23608,NULL,0,NULL,0,2,59,1
0,0,0,0,0,0,0,1,0,6049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24840,24840,0,0,44158,NULL,1,NULL,8,1,0,1
0,1,0,0,0,0,0,1,0,8342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17013,17013,15,0,25862,NULL,0,NULL,8,1,71,1
0,1,0,0,1,0,0,1,0,1461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9895,5895,9,-4000,36596,NULL,0,NULL,4,1,32,1
0,1,0,0,1,0,0,1,0,578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13780,13780,0,0,31308,NULL,0,NULL,7,1,66,1
0,0,0,0,1,0,0,1,0,5754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,0,61833,NULL,0,NULL,6,0,32,1
0,1,0,0,1,0,0,1,0,937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12800,12800,8,0,52129,NULL,0,NULL,3,1,31,1
1,0,1,0,0,0,0,1,0,1000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NULL,0,-5444,30042,NULL,0,NULL,0,1,1,1
1,NULL,1,0,1,0,0,1,0,463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5737,5737,0,0,44099,NULL,0,NULL,0,1,29,1
0,1,1,0,1,0,0,1,0,2906,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3527,8428,14,0,25862,NULL,0,NULL,7,1,55,1
0,0,0,0,0,0,0,1,6921,6118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5488,7920,0,-4000,37496,NULL,0,NULL,7,0,16,1
0,1,0,0,1,0,0,1,0,2583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4463,4463,0,0,40443,NULL,0,NULL,3,1,7,1
0,0,0,0,1,0,0,1,0,1766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,11962,8,0,37196,NULL,1,NULL,7,0,85,1
0,0,0,0,1,1,0,1,0,1094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18979,18979,5,0,31083,NULL,0,NULL,1,0,16,1
0,0,0,0,1,0,0,1,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1030,1030,0,0,43068,NULL,0,NULL,6,0,38,1
0,0,0,0,1,0,0,1,0,2547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33546,33546,0,0,76595,NULL,0,NULL,3,0,8,1
1,1,0,0,1,0,0,1,0,537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9098,9098,0,0,56799,NULL,0,NULL,0,2,11,1
0,1,0,0,0,0,0,1,0,8382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51000,87500,0,-8000,41990,NULL,0,NULL,9,1,64,1
0,1,0,0,1,0,0,1,0,1105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18349,18349,5,0,23608,NULL,0,NULL,2,1,15,1
0,1,0,0,1,0,0,1,0,1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9856,9856,14,0,38721,NULL,0,NULL,3,1,41,1
1,1,0,0,0,0,0,1,0,7440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63224,NULL,0,0,62286,NULL,0,NULL,0,1,4,1
0,0,1,0,0,1,0,1,0,8853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12895,12895,24,0,43365,NULL,1,NULL,7,0,76,1
0,0,0,0,1,0,0,1,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4240,NULL,0,0,22400,NULL,0,NULL,1,0,5,1
1,0,0,0,0,0,0,1,0,4245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24588,24588,0,0,32039,NULL,0,NULL,0,1,1,1
0,1,0,0,1,0,0,1,0,1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12913,12913,0,0,33188,NULL,0,NULL,1,1,4,1
0,1,0,0,0,1,0,1,0,8215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5127,NULL,0,0,NULL,NULL,0,NULL,9,0,81,1
1,1,1,0,1,0,0,1,0,1983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16456,16456,10,0,33000,NULL,0,NULL,0,2,20,1
0,0,1,0,0,0,0,1,-13682,863,0,0,0,0,54282,0,54282,2176,0,0,0,0,0,0,18375,NULL,0,-14122,42555,NULL,0,NULL,1,0,77,1
1,0,0,0,1,1,0,1,0,868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15530,15530,0,0,54288,NULL,0,NULL,0,1,2,1
0,0,0,0,1,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61378,61378,0,0,30990,NULL,0,NULL,7,0,48,1
0,1,0,0,1,0,0,1,19000,3140,0,0,0,0,19000,0,19000,0,0,0,0,0,0,0,0,13657,5,-4000,21049,NULL,0,NULL,5,1,44,1
0,1,0,0,0,0,0,1,11232,2178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10438,16,0,42799,NULL,0,NULL,2,1,30,1
0,0,1,0,0,0,0,1,377,10424,0,0,0,0,6685,0,19139,337,0,0,0,0,0,0,26000,24202,0,0,68973,NULL,0,NULL,9,0,80,1
0,1,1,0,0,0,0,1,-2727,6637,0,0,0,0,3524,0,3524,1121,0,0,0,0,0,0,13755,11028,16,0,25564,NULL,1,NULL,5,1,18,1
0,0,0,0,0,0,0,1,-1440,2351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4285,8402,4,0,28016,NULL,1,NULL,7,0,68,1
0,0,1,0,1,0,0,1,0,606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4348,4349,0,1,38721,NULL,0,NULL,4,0,48,1
0,0,0,0,1,0,0,1,0,961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13990,13990,0,0,35574,NULL,0,NULL,2,1,35,1
0,0,0,0,0,0,0,1,0,9672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14377,16751,20,0,37741,NULL,0,NULL,5,0,47,1
0,0,0,0,0,0,0,1,0,8815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17246,NULL,0,0,54906,NULL,0,NULL,8,0,29,1
0,1,0,0,1,0,0,1,0,2051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10247,6247,8,-4000,51276,NULL,1,NULL,5,1,17,1
0,1,1,0,0,0,0,1,0,5777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10753,15524,10,0,49252,NULL,0,NULL,4,1,57,1
0,0,0,0,0,0,0,1,0,1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1215,NULL,90,0,55726,NULL,0,NULL,8,0,69,1
0,1,0,0,0,0,0,1,0,5348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8014,8014,0,0,31308,NULL,0,NULL,2,1,8,1
0,0,1,0,0,0,0,1,14000,5550,0,0,0,0,14000,0,14000,0,0,0,0,216,0,0,2600,15395,0,0,52557,NULL,0,NULL,2,0,9,1
0,NULL,0,0,0,0,0,1,0,5329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10972,10972,16,0,40724,NULL,0,NULL,1,0,11,1
0,NULL,0,0,0,0,0,1,0,3297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12084,24982,0,0,46525,NULL,0,NULL,7,1,0,1
0,NULL,0,0,1,0,0,1,0,2062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9688,9688,14,0,54082,NULL,0,NULL,1,0,7,1
0,NULL,0,0,0,0,0,1,0,1688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28310,28310,0,0,47744,NULL,0,NULL,4,1,0,1
0,0,1,0,1,0,0,1,0,9251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31393,83358,0,0,21570,NULL,0,NULL,2,0,50,1
0,1,0,0,0,0,0,1,0,3739,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8257,8257,2,0,46218,NULL,0,NULL,5,1,64,1
0,1,0,0,0,0,0,1,0,2363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5038,5038,0,0,27500,NULL,0,NULL,2,1,7,1
0,NULL,0,0,0,0,0,1,0,5287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20703,20703,0,0,41956,NULL,0,NULL,3,0,1,1
0,0,1,0,1,0,0,1,0,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24654,24654,0,0,40443,NULL,0,NULL,2,0,14,1
1,0,1,0,1,0,0,1,0,1338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17915,17915,5,0,43072,NULL,1,NULL,0,1,37,1
1,1,0,0,0,0,0,1,0,9375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6236,23313,0,0,50119,NULL,1,NULL,0,2,7,1
0,1,0,0,1,0,0,1,0,2417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18956,18956,5,0,42710,NULL,0,NULL,2,1,36,1
0,1,1,0,0,0,0,1,12258,5702,0,0,0,0,12258,0,12258,0,0,0,0,0,0,0,2934,14326,24,0,51276,NULL,0,NULL,5,1,28,1
0,1,1,0,0,0,0,1,0,9744,25250,0,0,0,0,0,0,0,0,0,0,0,0,0,120650,120650,0,0,78007,NULL,0,NULL,10,1,93,1
0,1,0,0,1,0,NULL,1,0,5482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20800,20800,0,0,45074,NULL,0,NULL,3,1,52,1
0,NULL,0,0,1,0,0,1,3489,390,0,0,0,0,9000,0,9000,0,0,0,0,0,0,0,3900,7142,20,0,64665,NULL,0,NULL,1,0,14,1
0,1,0,0,1,0,0,1,0,2423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11721,11721,8,0,27478,NULL,1,NULL,4,1,64,1
0,1,0,0,0,0,0,1,0,3965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8468,8468,4,0,36720,NULL,0,NULL,2,1,46,1
0,NULL,0,0,0,0,0,1,0,5461,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21894,21894,0,0,42929,NULL,0,NULL,6,1,0,1
0,1,0,0,1,1,0,1,0,1762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14968,14968,8,0,38721,NULL,0,NULL,3,1,24,1
0,1,0,0,0,1,0,1,0,7746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45200,69800,0,-4000,75470,NULL,0,NULL,9,1,63,1
0,0,0,0,1,0,0,1,-2097,1296,0,0,0,0,5100,0,5100,0,0,0,0,0,0,0,20688,18591,5,0,47792,NULL,0,NULL,6,0,68,1
1,0,0,0,1,0,0,1,0,2244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3877,6242,0,0,28016,NULL,1,NULL,0,1,34,1
0,1,0,0,1,0,0,1,0,1098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10831,10831,8,0,31083,NULL,0,NULL,4,1,69,1
0,NULL,0,0,0,0,0,1,0,4560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26640,26640,0,0,42929,NULL,0,NULL,1,0,2,1
0,0,1,0,0,0,1,1,0,3225,0,9913,0,0,0,0,0,0,0,0,0,0,0,0,2366,NULL,0,0,NULL,NULL,0,NULL,9,0,103,1
0,NULL,0,0,0,0,0,1,0,3147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23210,23210,0,0,55940,NULL,0,NULL,3,1,0,1
0,1,0,0,1,0,0,1,0,2410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14037,14037,8,0,43072,NULL,1,NULL,2,1,30,1
0,0,1,0,1,0,0,1,0,1063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24319,23001,0,0,43365,NULL,0,NULL,2,0,23,1
1,1,0,0,1,0,1,1,0,4743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32500,32500,0,0,44657,NULL,0,NULL,0,2,4,1
0,0,0,0,1,0,0,1,0,1235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10913,23100,0,0,42799,NULL,0,NULL,7,0,47,1
0,0,1,0,1,0,NULL,1,0,2593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5259,12519,0,0,37496,NULL,0,NULL,3,0,67,1
0,1,0,0,1,0,0,1,0,1459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21902,21902,0,0,37741,NULL,0,NULL,3,1,63,1
0,1,0,0,1,0,0,1,0,4503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20335,20335,0,0,31083,NULL,0,NULL,4,1,42,1
1,1,0,0,0,0,0,1,0,5061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4779,12189,16,0,22400,NULL,0,NULL,0,2,18,1
0,1,0,0,0,0,0,1,-1460,9960,0,0,0,0,7985,0,7985,0,0,0,0,0,0,0,8458,12677,23,0,27335,NULL,1,NULL,7,1,75,1
1,0,0,0,1,0,0,1,0,221,0,0,0,0,0,0,0,0,0,0,0,0,0,1401,1401,3951,0,4000,44447,NULL,0,NULL,0,1,8,1
0,1,1,0,0,1,0,1,0,8351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18000,18000,11,0,44447,NULL,0,NULL,6,2,31,1
0,1,0,0,0,0,0,1,0,5269,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23775,25001,0,0,56475,NULL,1,NULL,4,1,54,1
0,0,1,0,1,0,0,1,0,2917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17125,17125,0,0,71891,NULL,1,NULL,3,0,65,1
0,1,0,0,0,1,0,1,0,3902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12651,12651,16,0,40724,NULL,0,NULL,3,1,19,1
0,0,1,0,1,0,0,1,0,806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7689,8745,0,0,34773,NULL,0,NULL,1,0,33,1
0,NULL,0,0,0,0,0,1,0,1812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19996,25702,0,0,39569,NULL,0,NULL,5,1,0,1
0,1,0,0,0,0,0,1,0,7165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7236,NULL,0,0,27324,NULL,0,NULL,1,0,16,1
0,1,0,0,1,1,0,1,0,1325,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8882,8882,0,0,44447,NULL,0,NULL,2,1,29,1
0,0,0,0,0,0,0,1,0,5584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7154,7154,0,0,21694,NULL,1,NULL,8,0,62,1
0,1,0,0,1,0,0,1,0,1463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10200,10200,8,0,35096,NULL,0,NULL,2,1,65,1
0,0,0,0,0,0,0,1,-18210,4600,0,0,0,0,350,0,350,0,0,0,0,0,0,0,38135,19925,10,0,65194,NULL,0,NULL,5,2,55,1
0,1,0,0,0,0,0,1,0,7811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24821,24821,0,0,42710,NULL,0,NULL,5,1,44,1
0,1,0,0,0,0,0,1,0,7246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220791,216791,0,-7908,76595,NULL,0,NULL,9,1,159,1
0,1,0,0,1,0,0,1,0,1551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9936,9936,14,0,43474,NULL,0,NULL,3,1,14,1
0,0,1,0,1,0,0,1,0,5784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9858,5858,0,-4000,45074,NULL,0,NULL,1,0,26,1
0,1,0,0,1,0,NULL,1,0,2423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15354,15354,5,0,36459,NULL,1,NULL,1,1,3,1
0,0,1,0,0,0,0,1,0,7691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4395,NULL,0,0,45074,NULL,1,NULL,2,0,51,1
0,1,0,0,0,0,0,1,0,5035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12655,12655,16,0,29346,NULL,0,NULL,2,1,44,1
0,NULL,0,0,1,0,0,1,0,3444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25098,25098,0,0,36077,NULL,0,NULL,5,0,78,1
0,1,1,0,1,0,0,1,0,2035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24680,24680,0,0,45074,NULL,0,NULL,3,1,70,1
0,1,0,0,1,0,0,1,0,2507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30467,26467,0,-4000,53902,NULL,0,NULL,9,1,79,1
1,1,0,0,0,0,0,1,0,4655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8284,NULL,2,0,52194,NULL,0,NULL,0,2,4,1
1,1,0,0,1,1,0,1,0,1570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3357,3357,0,0,44099,NULL,1,NULL,0,2,9,1
0,0,1,0,1,0,0,1,0,3232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,34212,0,0,42710,NULL,0,NULL,1,0,29,1
0,1,0,0,1,1,0,1,0,1128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1248,1946,0,0,50597,NULL,1,NULL,2,1,29,1
0,1,1,0,1,0,0,1,0,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13599,13599,0,0,66589,NULL,0,NULL,2,1,28,1
0,0,1,0,0,0,0,1,0,6125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13690,13690,16,0,37882,NULL,1,NULL,7,0,45,1
1,0,0,0,1,0,0,1,0,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5943,9711,14,0,30042,NULL,1,NULL,0,1,12,1
0,0,1,0,1,1,0,1,0,2219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10264,10264,8,0,50115,NULL,1,NULL,2,2,43,1
0,1,0,0,1,0,0,1,0,1786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11130,11130,8,0,37762,NULL,0,NULL,3,1,40,1
0,1,0,0,1,0,0,1,0,3613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29359,29359,0,0,29346,NULL,0,NULL,4,1,95,1
0,1,0,0,0,NULL,NULL,1,0,3147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18262,18262,5,0,0,NULL,0,NULL,5,1,0,1
0,NULL,0,0,1,0,0,1,0,1370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2055,2055,0,0,52526,NULL,1,NULL,1,0,22,1
1,0,0,0,1,1,0,1,0,2497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13879,13879,0,0,78007,NULL,0,NULL,0,1,7,1
0,1,0,0,0,0,0,1,0,9565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42000,42000,0,0,44217,NULL,0,NULL,3,2,87,1
1,1,1,0,1,0,0,1,0,2362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8916,8916,14,0,37882,NULL,1,NULL,0,2,1,1
0,1,0,0,1,0,0,1,0,4374,18500,0,0,0,0,0,0,0,0,0,0,0,0,0,131282,131282,0,0,38721,NULL,0,NULL,9,1,142,1
1,1,0,0,1,0,0,1,0,5302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27565,27565,0,0,22400,NULL,0,NULL,0,2,6,1
0,0,1,0,1,0,0,1,0,5498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54613,54613,1307,0,80740,NULL,0,NULL,10,0,150,1
1,1,0,0,0,1,0,1,0,4287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15583,15583,10,0,47642,NULL,0,NULL,0,2,1,1
0,0,0,0,0,0,0,1,0,10193,0,0,0,0,0,0,0,0,0,0,0,0,0,16250,21385,8935,0,0,69539,NULL,0,NULL,2,0,13,1
0,1,0,0,0,0,NULL,1,0,3896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6588,6588,0,0,NULL,NULL,1,NULL,1,0,15,1
1,0,0,0,1,0,0,1,547,3287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6453,18198,5,0,47792,NULL,0,NULL,0,1,5,1
1,NULL,0,0,0,0,0,1,0,4668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17322,17322,10,0,60857,NULL,0,NULL,0,2,0,1
0,1,0,0,0,0,0,1,0,4629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15469,11469,10,-4000,21049,NULL,0,NULL,8,1,22,1
1,0,0,0,1,1,0,1,0,702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7310,20,0,36720,NULL,0,NULL,0,1,4,1
0,1,0,0,1,0,0,1,0,1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9193,9193,14,0,21049,NULL,1,NULL,1,1,9,1
0,1,0,0,0,0,0,1,0,4413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7835,7835,0,0,45074,NULL,0,NULL,6,1,81,1
0,1,1,0,0,0,0,1,0,9434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12885,17265,20,0,37196,NULL,0,NULL,3,1,27,1
0,0,0,0,0,0,0,1,0,6909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7294,13384,24,0,69238,NULL,0,NULL,8,0,65,1
0,1,0,0,1,0,0,1,0,2902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14245,14557,0,312,45861,NULL,0,NULL,8,1,48,1
0,0,0,0,0,0,0,1,0,2250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21440,21858,0,-185,43271,NULL,0,NULL,2,0,22,1
1,0,0,0,1,0,0,1,0,490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7095,7095,20,0,50876,NULL,0,NULL,0,1,14,1
0,0,0,0,1,0,0,1,0,2482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16454,16454,5,0,35814,NULL,1,NULL,8,0,22,1
0,1,0,0,0,0,0,1,0,4493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4257,9867,27,0,35000,NULL,0,NULL,2,1,22,1
0,1,0,0,1,0,0,1,0,1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5076,16987,5,0,36681,NULL,0,NULL,4,1,59,1
1,0,0,0,0,0,0,1,0,3653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7707,7707,0,0,36077,NULL,0,NULL,0,1,8,1
0,1,1,0,0,0,0,1,-5180,4566,0,0,0,2100,-1500,0,-1500,0,0,0,0,0,0,0,15960,9280,8,-1500,43365,NULL,0,NULL,1,1,20,1
