fbln1YearWebPayment,fblnAddressChange3Months,fblnAllAccountsCeased,fblnAllAccountsOpen,fblnAllTimeAuditCount,fblnAutomatedLetterSent,fblnDeactivatedCredit1Year,fblnInState,fblnNameChange3Months,fblnNonfiler,fblnPhoneChange3Months,fcurAuditPostings,fcurBalance,fcurMaxWebPayment1Year,fcurMinWebPayment1Year,flngAccountCount,flngAccountsWithBalanceCount,flngCeasedAccountCount,flngDaysOpen,flngDaysSinceLastCollection,flngOpenAccountCount,flngOpenPeriodCount,flngPriorCollectionsCount,fstrCollectDistrict,fstrCustomerType,fstrTaxType,fblnTargetSelfCured
0,0,0,1,0,0,0,0,0,0,0,0,76.09,0,0,2,2,0,13,0,2,0,1,District 1,SCO,Corporate Income,0
0,0,0,1,0,0,0,1,0,0,0,0,162.86,0,0,2,1,0,13,137,2,0,1,District 13,PAR,Corporate Income,0
0,0,0,1,0,0,0,1,0,0,0,0,68.2,0,0,2,1,0,13,1882,2,0,1,District 4,SCO,Corporate Income,0
0,1,0,1,0,0,0,1,0,0,0,0,36.95,0,0,2,2,0,13,307,2,0,1,District 8,COR,Corporate Income,1
1,0,0,1,0,0,0,0,0,0,0,0,6969.68,1104.98,527.55,2,2,0,13,847,2,0,1,District 1,SCO,Corporate Income,0
0,0,0,0,0,0,0,1,0,0,0,0,183.95,0,0,2,2,1,13,-1,1,0,0,District 2,SCO,Corporate Income,0
0,0,0,0,0,0,0,1,0,0,0,0,231.97,0,0,2,1,1,13,135,1,0,1,District 7,COR,Corporate Income,0
0,0,0,0,0,0,0,1,0,0,0,0,159.04,0,0,2,1,1,13,207,1,0,1,District 2,SCO,Corporate Income,1
0,0,1,0,0,0,0,1,0,0,0,0,438,0,0,2,1,2,13,-1,0,0,0,District 7,SCO,Corporate Income,1
0,0,0,1,0,0,0,0,1,0,0,0,70897.91,0,0,3,2,0,13,-1,3,0,0,District 0,COR,Corporate Income,0
0,1,0,1,0,0,0,0,0,0,1,0,10080.23,0,0,3,3,0,13,-1,3,0,0,District 1,COR,Corporate Income,0
1,0,0,1,0,0,0,0,0,0,0,0,408727.64,1717.9,1714.21,3,2,0,13,-1,3,0,0,District 1,COR,Corporate Income,0
0,0,0,1,0,0,0,1,0,0,0,0,46.88,0,0,3,2,0,13,-1,3,0,0,District 16,SCO,Corporate Income,0
0,0,0,1,0,0,0,1,0,0,0,0,76.69,0,0,3,1,0,13,-1,3,0,0,District 16,COR,Corporate Income,0
1,0,0,1,0,0,0,1,0,0,0,0,6276.51,1462.68,9.31,3,3,0,13,-1,3,0,0,District 16,COR,Corporate Income,0
0,0,0,1,0,0,0,1,0,0,0,0,9133.72,0,0,3,3,0,13,-1,3,0,0,District 2,COR,Corporate Income,0
1,0,0,1,0,0,0,1,0,0,0,0,7670.57,242.66,37.51,3,2,0,13,-1,3,0,0,District 9,COR,Corporate Income,0
1,0,0,1,0,0,0,1,0,0,0,0,44.52,92.58,92.58,3,2,0,13,1,3,0,1,District 2,SCO,Corporate Income,0
0,0,0,1,0,0,0,1,0,0,0,0,48.62,0,0,3,2,0,13,238,3,0,1,District 13,SCO,Corporate Income,1
0,0,0,1,0,0,0,1,0,0,0,0,497.8,0,0,3,2,0,13,498,3,0,1,District 13,SCO,Corporate Income,0
0,0,0,1,0,0,0,1,0,0,0,0,46.88,0,0,3,2,0,13,662,3,0,1,District 2,SCO,Corporate Income,1
0,0,0,1,0,0,0,1,0,0,0,0,251.31,0,0,3,2,0,13,111,3,0,1,District 2,COR,Corporate Income,1
1,0,0,1,0,0,0,1,0,0,0,0,1328.83,167.35,167.35,3,2,0,13,222,3,0,1,District 2,SCO,Corporate Income,0
1,0,0,1,0,0,0,1,0,0,0,0,62.02,7547.32,2122.07,3,2,0,13,107,3,0,1,District 8,COR,Corporate Income,0
0,0,0,1,0,0,0,1,0,0,0,0,156.79,0,0,3,3,0,13,194,3,0,1,District 8,NON,Corporate Income,0
0,0,0,1,0,0,0,1,0,0,0,0,1302.77,0,0,3,2,0,13,1,3,0,1,District 16,COR,Corporate Income,1
1,0,0,1,0,0,0,1,0,0,0,0,145.29,1426.57,1426.57,3,2,0,13,523,3,0,1,District 9,COR,Corporate Income,1
0,1,0,1,1,0,0,1,0,0,0,0,10939.66,0,0,3,1,0,13,3,3,0,1,District 13,SCO,Corporate Income,0
1,0,0,1,0,0,0,1,0,0,0,0,11017.1,492.02,267.02,3,2,0,13,849,3,0,1,District 7,COR,Corporate Income,0
1,0,0,1,0,0,0,1,0,0,0,0,129.31,896.99,435.27,3,3,0,13,491,3,0,1,District 8,COR,Corporate Income,0
0,0,0,1,0,1,0,1,0,0,0,0,1260.07,0,0,3,2,0,13,141,3,0,1,District 4,PAR,Corporate Income,0
0,0,0,0,0,0,0,1,0,0,0,0,50.1,0,0,3,1,1,13,143,2,0,1,District 2,COR,Corporate Income,0
0,1,0,0,0,0,0,1,0,0,1,0,57.5,0,0,3,2,2,13,-1,1,0,0,District 16,SCO,Corporate Income,1
0,0,0,0,0,0,0,1,0,0,1,0,111.5,0,0,3,2,2,13,-1,1,0,0,District 2,SCO,Corporate Income,1
1,1,0,0,0,0,0,1,1,0,1,0,326.32,600,150,3,2,2,13,-1,1,0,0,District 4,SCO,Corporate Income,0
0,0,1,0,0,0,0,1,0,0,0,0,8468.8,0,0,3,1,3,13,-1,0,0,0,District 2,COR,Corporate Income,0
0,0,1,0,0,0,0,1,0,0,0,0,2385.7,0,0,3,2,3,13,1075,0,0,1,District 13,SCO,Corporate Income,1
0,0,0,1,0,0,0,1,0,0,0,0,422.7,0,0,4,4,0,13,-1,4,0,0,District 2,SCO,Corporate Income,1
1,0,0,1,0,0,0,1,0,0,0,0,1239.4,381.71,3.75,4,2,0,13,-1,4,0,0,District 7,PAR,Corporate Income,1
0,0,0,1,1,0,0,1,0,0,0,0,57.73,0,0,4,3,0,13,1747,4,0,1,District 4,SCO,Corporate Income,0
0,0,0,1,0,0,0,1,0,0,0,0,17956.8,0,0,4,2,0,13,120,4,0,1,District 7,COR,Corporate Income,0
1,0,0,1,0,0,0,0,0,0,1,0,193.43,586.65,206.63,4,2,0,13,73,4,0,1,District 1,SCO,Corporate Income,1
1,0,0,1,0,0,0,1,0,0,0,0,498.3,6074,406.82,4,4,0,13,174,4,0,1,District 7,SCO,Corporate Income,1
0,0,0,1,0,0,0,1,0,0,0,0,52.3,0,0,4,3,0,13,276,4,0,1,District 13,SCO,Corporate Income,1
0,0,0,1,0,0,0,1,0,0,0,0,86.2,0,0,4,3,0,13,305,4,0,1,District 7,SCO,Corporate Income,1
1,0,0,1,3,0,0,0,0,0,0,83413.37,8893.33,550000,2,4,3,0,13,21,4,0,1,District 1,COR,Corporate Income,0
0,0,0,1,1,0,0,1,0,0,0,0,252.38,0,0,4,4,0,13,195,4,0,1,District 13,SCO,Corporate Income,0
0,0,0,0,2,0,0,0,0,0,0,-72427,1331.39,0,0,4,3,1,13,1154,3,0,1,District 0,COR,Corporate Income,0
0,0,0,0,0,0,0,1,0,0,0,0,65.66,0,0,4,1,1,13,1484,3,0,1,District 13,SCO,Corporate Income,1
0,0,0,0,1,0,0,0,0,0,1,-1566,8300.41,0,0,4,1,2,13,-1,2,0,0,District 1,COR,Corporate Income,0
0,0,0,0,0,0,0,1,0,0,0,0,47.1,0,0,4,3,2,13,656,2,0,1,District 2,SCO,Corporate Income,0
0,0,0,0,0,0,0,1,0,0,0,0,244.53,0,0,4,2,3,13,628,1,0,1,District 2,SCO,Corporate Income,0
0,0,0,0,0,0,0,1,0,0,0,0,44,0,0,4,3,3,13,26,1,0,1,District 9,COR,Corporate Income,0
0,0,1,0,0,0,0,1,0,0,0,0,429.07,0,0,4,3,4,13,401,0,0,1,District 7,SCO,Corporate Income,1
1,0,0,1,1,0,0,1,0,0,0,0,61129.04,289052.38,2351,5,5,0,13,-1,5,0,0,District 16,PAR,Corporate Income,0
0,0,0,1,0,0,0,1,0,0,0,0,1403.36,0,0,5,4,0,13,-1,5,0,0,District 2,COR,Corporate Income,1
0,0,0,1,0,0,0,1,0,0,0,0,126.8,0,0,5,2,0,13,175,5,0,1,District 4,SCO,Corporate Income,1
1,0,0,0,0,0,0,1,0,0,1,0,62.96,19807,500,6,5,1,13,-1,5,0,0,District 8,SCO,Corporate Income,1
1,0,0,0,1,0,0,1,0,0,0,1469,80.81,500,500,6,4,1,13,360,5,0,1,District 16,SCO,Corporate Income,1
0,1,0,1,0,0,0,1,1,0,0,0,45,0,0,7,4,0,13,45,7,0,1,District 16,COR,Corporate Income,0
0,0,0,0,0,0,0,1,0,0,0,0,9039.7,0,0,7,5,4,13,317,3,0,1,District 9,SCO,Corporate Income,0
0,0,0,1,0,0,0,1,0,1,0,0,25,0,0,1,1,0,13,-1,1,1,0,District 2,TRS,Corporate Income,0
0,0,0,1,0,0,0,1,0,1,0,0,25,0,0,1,1,0,13,-1,1,1,0,District 4,TRS,Corporate Income,0
0,1,0,1,0,0,0,1,1,1,0,0,25,0,0,1,1,0,13,-1,1,1,0,District 7,TRS,Corporate Income,1
0,0,1,0,0,0,0,1,0,1,0,0,25,0,0,1,1,1,13,-1,0,1,0,District 13,TRS,Corporate Income,0
0,0,1,0,0,0,0,1,0,1,0,0,1197.64,0,0,1,1,1,13,-1,0,1,0,District 2,SCO,Corporate Income,0
0,0,0,1,0,0,0,1,0,1,1,0,25,0,0,3,2,0,13,41,3,1,1,District 2,SCO,Corporate Income,1
0,0,0,0,0,0,0,1,0,1,0,0,25,0,0,4,2,1,13,1762,3,1,1,District 2,SCO,Corporate Income,0
0,0,0,0,0,0,0,1,0,1,0,0,25,0,0,5,3,3,13,1693,2,1,1,District 2,SCO,Corporate Income,0
0,0,0,1,0,0,1,0,0,0,0,0,59.23,0,0,2,2,0,13,-1,2,0,0,District 0,PAR,Pass Through,0
0,1,0,1,0,0,0,0,0,0,0,0,102.79,0,0,2,2,0,13,75,2,0,1,District 1,SCO,Pass Through,0
0,0,0,1,0,0,0,0,0,0,0,0,158601.44,0,0,2,2,0,13,158,2,0,1,District 1,PAR,Pass Through,0
0,0,0,1,0,0,0,1,0,0,0,0,8215.81,0,0,6,5,0,13,836,6,0,1,District 7,SCO,Pass Through,0
0,0,0,1,0,0,0,0,0,0,0,0,136.7,0,0,1,1,0,13,417,1,0,1,District 0,SCO,Sales,0
0,0,1,0,0,0,0,0,0,0,0,0,66.61,0,0,1,1,1,13,236,0,0,1,District 1,PAR,Sales,1
0,0,0,1,0,0,0,0,0,0,0,0,25,0,0,2,1,0,13,748,2,0,1,District 1,COR,Sales,0
0,0,0,1,0,0,0,1,0,0,0,0,78.87,0,0,2,1,0,13,521,2,0,1,District 13,IND,Sales,1
1,0,0,1,0,0,0,1,0,0,1,0,472.67,472.45,393,2,1,0,13,1,2,0,1,District 7,PAR,Sales,0
0,0,0,1,0,0,0,1,0,0,0,0,43.72,0,0,2,2,0,13,238,2,0,1,District 8,IND,Sales,0
0,0,0,1,0,0,0,1,0,0,0,0,80,0,0,2,2,0,13,301,2,0,1,District 16,IND,Sales,1
1,0,0,1,0,0,0,1,0,0,0,0,64.67,2492.63,19,2,1,0,13,488,2,0,1,District 16,PAR,Sales,0
0,0,0,1,0,0,0,1,0,0,0,0,75.16,0,0,2,2,0,13,1278,2,0,1,District 7,IND,Sales,0
0,0,0,0,0,0,0,1,0,0,0,0,49.97,0,0,3,2,1,13,918,2,0,1,District 13,COR,Sales,1
0,0,1,0,0,0,0,1,0,0,0,0,220.66,0,0,3,1,3,13,-1,0,0,0,District 7,IND,Sales,0
0,0,1,0,0,0,0,1,0,0,0,0,1069.12,0,0,3,2,3,13,2,0,0,1,District 8,PAR,Sales,0
0,0,0,1,0,0,0,1,0,0,0,0,1182.06,0,0,4,2,0,13,681,4,0,1,District 2,COR,Sales,0
0,0,0,1,0,0,0,1,0,0,0,0,3377.08,0,0,4,2,0,13,150,4,0,1,District 7,SCO,Sales,0
0,0,0,1,3,0,0,1,0,0,0,124009.78,1461.31,0,0,4,4,0,13,55,4,0,1,District 13,COR,Sales,0
0,0,0,1,0,0,0,1,0,0,0,0,509.8,0,0,4,3,0,13,109,4,0,1,District 2,COR,Sales,0
0,0,0,1,1,0,0,1,0,0,0,6009,5721.96,0,0,4,4,0,13,422,4,0,1,District 16,COR,Sales,0
1,0,0,1,0,0,0,1,0,0,0,0,6676.72,6159.93,91.62,4,4,0,13,139,4,0,1,District 8,SCO,Sales,0
0,0,0,1,0,0,0,1,0,0,1,0,283.99,0,0,4,2,0,13,3,4,0,1,District 4,PAR,Sales,0
0,0,0,1,0,0,0,1,0,0,0,0,8616.14,0,0,4,3,0,13,151,4,0,1,District 13,COR,Sales,0
0,0,0,0,0,0,0,0,0,0,0,0,6723.29,0,0,4,2,2,13,2,2,0,1,District 1,COR,Sales,0
0,0,0,0,0,0,0,1,0,0,0,0,188.03,0,0,4,2,3,13,513,1,0,1,District 7,PAR,Sales,0
1,0,0,0,0,0,0,1,0,0,0,0,93.35,807,43.12,4,3,3,13,836,1,0,1,District 7,IND,Sales,0
0,0,0,0,0,0,0,1,0,0,0,0,1360.19,0,0,4,2,3,13,171,1,0,1,District 7,IND,Sales,0
1,0,0,0,0,0,0,1,0,0,0,0,76.73,680,20.28,4,3,3,13,57,1,0,1,District 7,LLC,Sales,0
0,0,1,0,0,0,0,1,0,0,0,0,418.48,0,0,4,2,4,13,-1,0,0,0,District 13,SCO,Sales,0
0,0,1,0,0,0,0,1,0,0,0,0,570.74,0,0,4,3,4,13,258,0,0,1,District 16,SCO,Sales,1
0,0,0,1,0,0,0,1,1,0,0,0,20843.73,0,0,5,5,0,13,203,5,0,1,District 2,SCO,Sales,0
0,0,0,1,0,0,0,1,0,0,0,0,42.08,0,0,5,3,0,13,1798,5,0,1,District 7,COR,Sales,0
0,0,0,1,0,0,0,1,0,0,0,0,2739.84,0,0,5,5,0,13,461,5,0,1,District 13,COR,Sales,0
0,0,0,1,0,0,0,1,1,0,0,0,1654.3,0,0,5,4,0,13,333,5,0,1,District 7,SCO,Sales,0
0,0,0,1,0,0,0,1,0,0,0,0,8284.6,0,0,5,4,0,13,240,5,0,1,District 7,PAR,Sales,0
0,0,0,1,3,0,0,0,0,0,0,69390.26,27592.5,0,0,5,5,0,13,54,5,0,1,District 1,COR,Sales,0
0,0,0,1,0,0,0,1,0,0,1,0,2226.2,0,0,5,3,0,13,70,5,0,1,District 4,SCO,Sales,0
1,0,0,1,0,0,0,1,0,0,0,0,1615.64,1994,68.87,5,3,0,13,42,5,0,1,District 2,COR,Sales,0
0,0,0,1,0,1,0,0,0,0,0,0,190.12,0,0,5,4,0,13,-1,5,0,0,District 4,SCO,Sales,0
0,0,0,0,0,0,0,1,0,0,0,0,276.55,0,0,5,3,1,13,45,4,0,1,District 7,NON,Sales,0
0,0,0,0,0,0,0,1,0,0,0,0,823.16,0,0,5,2,4,13,209,1,0,1,District 9,PAR,Sales,1
1,0,0,0,0,0,0,1,0,0,0,0,52.86,1041.14,191.17,5,1,4,13,743,1,0,1,District 13,PAR,Sales,0
1,0,1,0,0,0,0,1,0,0,0,0,94.6,2057,500,5,3,5,13,101,0,0,1,District 13,SCO,Sales,0
0,0,1,0,0,0,0,1,0,0,0,0,171.32,0,0,5,2,5,13,179,0,0,1,District 7,SCO,Sales,0
0,0,0,1,0,0,0,1,1,0,0,0,97.92,0,0,6,3,0,13,257,6,0,1,District 2,SCO,Sales,0
1,0,0,1,0,0,0,1,0,0,0,0,226.82,1634,50.2,6,4,0,13,519,6,0,1,District 16,COR,Sales,0
0,0,0,0,0,0,0,1,0,0,0,0,69.92,0,0,6,3,1,13,164,5,0,1,District 7,SCO,Sales,0
0,0,0,0,0,0,0,1,0,0,0,0,17124.62,0,0,6,3,1,13,48,5,0,1,District 2,SCO,Sales,0
1,0,0,0,0,0,0,1,0,0,0,0,5631.44,9173,438.95,6,3,5,13,1446,1,0,1,District 16,PAR,Sales,0
1,0,0,0,0,0,0,1,0,0,0,0,0,2206,67.38,6,4,5,13,61,1,0,1,District 13,SCO,Sales,0
0,0,1,0,0,0,0,1,0,0,0,0,1178.68,0,0,6,2,6,13,52,0,0,1,District 2,SCO,Sales,0
1,0,0,1,0,0,0,1,0,0,0,0,274.57,3271,103,7,6,0,13,161,7,0,1,District 16,COR,Sales,0
1,0,0,1,2,0,0,1,0,0,0,44362.93,67.37,807.17,67.5,7,7,0,13,171,7,0,1,District 8,SCO,Sales,0
1,1,0,0,0,0,0,0,0,0,0,0,2369.59,500,500,7,6,5,13,9,2,0,1,District 7,IND,Sales,0
0,0,0,0,0,0,0,1,0,0,0,0,182.44,0,0,12,4,3,13,526,9,0,1,District 4,NON,Sales,0
0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,2,1,0,13,304,2,1,1,District 7,IND,Sales,0
1,1,0,1,0,0,0,1,0,0,0,0,0,2149,163,2,2,0,13,6,2,1,1,District 8,IND,Sales,0
0,0,0,0,0,0,0,1,0,0,0,0,47.83,0,0,3,3,1,13,1411,2,1,1,District 2,IND,Sales,0
0,0,0,1,0,0,0,1,0,0,0,0,254.4,0,0,4,3,0,13,50,4,1,1,District 2,SCO,Sales,0
1,0,0,0,0,0,0,1,0,1,1,0,0,1172.53,952.34,4,3,1,13,82,3,1,1,District 13,SCO,Sales,0
1,0,0,0,1,0,0,0,1,1,0,58112,5921.58,714538.95,28,4,3,1,13,89,3,1,1,District 16,PAR,Sales,0
1,0,0,1,0,0,0,1,0,1,0,0,474.33,63441.67,467.59,5,4,0,13,1488,5,1,1,District 0,COR,Sales,0
0,0,0,0,1,0,0,0,0,1,0,11977,1023.95,0,0,5,2,1,13,160,4,1,1,District 1,PAR,Sales,0
1,0,0,1,0,0,0,1,0,0,0,0,1648.89,2511.19,159,5,4,0,13,62,5,2,1,District 0,COR,Sales,0
0,0,0,1,0,0,0,1,0,0,0,0,14457.3,0,0,2,1,0,13,-1,2,0,0,District 7,GOV,Withholding,0
0,0,0,1,0,0,0,1,0,0,1,0,25825.6,0,0,2,2,0,13,175,2,0,1,District 13,GOV,Withholding,0
0,0,1,0,0,0,0,1,0,0,0,0,763.47,0,0,2,2,2,13,-1,0,0,0,District 7,IND,Withholding,0
0,0,0,1,0,0,0,1,1,0,0,0,25,0,0,3,2,0,13,-1,3,0,0,District 0,SCO,Withholding,0
0,0,0,1,0,0,0,1,0,0,0,0,25,0,0,3,2,0,13,-1,3,0,0,District 16,COR,Withholding,0
0,0,0,1,0,0,0,1,0,0,0,0,1476.12,0,0,3,2,0,13,-1,3,0,0,District 2,SCO,Withholding,0
0,1,0,1,0,0,0,1,0,0,0,0,201.55,0,0,3,2,0,13,2169,3,0,1,District 2,SCO,Withholding,0
0,0,0,1,0,0,0,1,0,0,0,0,1041.83,0,0,3,3,0,13,990,3,0,1,District 2,SCO,Withholding,0
0,0,0,1,0,0,0,1,0,0,0,0,8840.99,0,0,3,2,0,13,305,3,0,1,District 7,IND,Withholding,0
1,0,0,1,0,0,0,1,0,0,0,0,2116.23,2494.2,123.79,3,2,0,13,93,3,0,1,District 2,SCO,Withholding,0
1,0,0,1,0,0,1,1,0,0,0,0,141.79,101.25,101.25,3,2,0,13,371,3,0,1,District 7,COR,Withholding,0
0,0,0,1,0,0,0,1,0,0,0,0,465.41,0,0,3,2,0,13,454,3,0,1,District 9,SCO,Withholding,0
1,0,0,1,0,0,0,1,0,0,0,0,195.76,75,75,3,3,0,13,67,3,0,1,District 7,COR,Withholding,0
0,0,0,1,0,0,0,1,0,0,0,0,2056.37,0,0,3,3,0,13,614,3,0,1,District 7,NON,Withholding,0
1,0,0,1,0,0,0,1,0,0,0,0,1338.75,640.82,419.86,3,3,0,13,175,3,0,1,District 8,SCO,Withholding,0
0,0,0,1,0,0,0,1,0,0,0,0,30236.26,0,0,3,3,0,13,170,3,0,1,District 7,COR,Withholding,0
1,0,0,1,0,0,0,1,0,0,0,0,776.4,578.67,578.67,3,2,0,13,1,3,0,1,District 9,SCO,Withholding,0
1,0,0,1,0,0,0,1,0,0,0,0,237.92,159.66,70.47,3,2,0,13,84,3,0,1,District 2,COR,Withholding,0
0,0,0,0,0,0,0,1,0,0,1,0,73.66,0,0,3,2,1,13,12,2,0,1,District 2,SCO,Withholding,0
0,0,0,0,0,0,0,1,0,0,0,0,1713.71,0,0,3,3,1,13,41,2,0,1,District 7,SCO,Withholding,0
0,0,0,0,0,0,0,1,0,0,0,0,58.61,0,0,3,1,2,13,52,1,0,1,District 13,SCO,Withholding,0
0,0,1,0,0,0,0,1,0,0,0,0,479.24,0,0,3,2,3,13,-1,0,0,0,District 4,SCO,Withholding,0
0,0,1,0,0,0,0,1,0,0,0,0,527.08,0,0,3,1,3,13,-1,0,0,0,District 4,SCO,Withholding,0
1,0,1,0,0,0,0,1,0,0,0,0,695.87,8475,16.56,3,2,3,13,1147,0,0,1,District 7,COR,Withholding,0
0,0,0,1,0,0,0,1,0,0,0,0,260.67,0,0,4,3,0,13,-1,4,0,0,District 13,SCO,Withholding,0
1,0,0,1,0,0,0,1,0,0,0,0,334.63,4713,20.64,4,1,0,13,-1,4,0,0,District 13,COR,Withholding,0
1,0,0,1,0,0,0,1,0,0,0,0,2025.76,10000,1716.85,4,3,0,13,-1,4,0,0,District 7,IND,Withholding,0
1,0,0,1,0,0,0,1,0,0,0,0,177.12,1840,96.04,4,2,0,13,-1,4,0,0,District 8,COR,Withholding,0
0,0,0,1,0,0,0,1,0,0,0,0,1787.46,0,0,4,2,0,13,2378,4,0,1,District 0,COR,Withholding,0
0,0,0,1,0,0,0,0,0,0,1,0,94.45,0,0,4,1,0,13,49,4,0,1,District 1,COR,Withholding,0
1,0,0,1,0,0,0,1,0,0,0,0,355,334.61,102.68,4,2,0,13,1089,4,0,1,District 7,SCO,Withholding,0
1,0,0,1,0,0,0,1,0,0,0,0,111.56,13103,3559.51,4,2,0,13,755,4,0,1,District 2,COR,Withholding,0
0,0,0,1,0,0,0,1,0,0,0,0,366.35,0,0,4,2,0,13,791,4,0,1,District 4,SCO,Withholding,0
0,0,0,1,0,0,0,1,0,0,0,0,1530.1,0,0,4,2,0,13,512,4,0,1,District 4,NON,Withholding,0
0,0,0,1,0,0,0,1,0,0,0,0,88.68,0,0,4,2,0,13,99,4,0,1,District 2,SCO,Withholding,0
1,0,0,1,0,0,0,1,0,0,0,0,1194.32,2824,49.56,4,3,0,13,17,4,0,1,District 7,COR,Withholding,0
1,0,0,1,0,0,0,1,1,0,0,0,921.64,14259,110.8,4,3,0,13,68,4,0,1,District 7,COR,Withholding,0
0,0,0,0,0,0,0,1,0,0,0,0,1363.52,0,0,4,2,1,13,1551,3,0,1,District 7,COR,Withholding,0
0,0,0,0,0,0,0,1,0,0,0,0,157.6,0,0,4,3,1,13,153,3,0,1,District 2,COR,Withholding,0
0,0,0,0,0,0,0,1,0,0,0,0,261.83,0,0,4,2,3,13,580,1,0,1,District 7,COR,Withholding,0
1,0,0,1,0,0,0,1,0,0,0,0,778.83,2872,203.99,5,5,0,13,-1,5,0,0,District 16,COR,Withholding,0
1,0,0,1,0,0,0,1,0,0,0,0,120.04,15,15,5,5,0,13,-1,5,0,0,District 2,SCO,Withholding,0
1,0,0,1,0,0,0,1,0,0,0,0,1241.86,9579,229.4,5,3,0,13,247,5,0,1,District 13,PAR,Withholding,0
0,1,0,1,0,0,0,1,0,0,0,0,1395.61,0,0,5,3,0,13,359,5,0,1,District 7,IND,Withholding,0
1,0,0,1,0,0,0,1,0,0,0,0,1059.23,500,500,5,5,0,13,70,5,0,1,District 4,COR,Withholding,0
1,0,0,1,2,0,0,0,0,0,0,91346,9430.57,107414.96,8882,5,2,0,13,71,5,0,1,District 1,COR,Withholding,0
1,0,0,1,1,0,0,1,0,0,0,700,75.59,1500,41.85,5,4,0,13,1,5,0,1,District 2,SCO,Withholding,0
0,0,0,0,0,0,0,1,0,0,0,0,2928.71,0,0,5,4,1,13,8,4,0,1,District 16,SCO,Withholding,0
0,0,0,0,0,0,0,1,0,0,0,0,37.71,0,0,5,2,4,13,160,1,0,1,District 7,IND,Withholding,0
1,0,0,1,0,0,0,1,0,0,0,0,366.94,364.46,3.75,6,5,0,13,-1,6,0,0,District 7,IND,Withholding,0
1,0,0,1,0,0,0,1,0,0,0,0,0,85.52,20,6,3,0,13,786,6,0,1,District 7,COR,Withholding,0
1,0,0,1,0,0,0,1,0,0,0,0,193.23,500,500,6,4,0,13,57,6,0,1,District 0,COR,Withholding,0
0,0,0,1,0,0,0,1,0,0,0,0,188.6,0,0,6,4,0,13,418,6,0,1,District 16,NON,Withholding,0
0,0,0,0,0,0,0,1,0,0,0,0,2104.21,0,0,6,3,3,13,258,3,0,1,District 16,SCO,Withholding,0
0,0,0,0,0,0,0,1,0,0,0,0,7551.03,0,0,6,3,3,13,348,3,0,1,District 16,COR,Withholding,0
1,0,0,0,1,0,0,1,0,0,0,903,9909.85,4370,59.04,7,5,2,13,571,5,0,1,District 7,COR,Withholding,0
0,0,0,0,0,0,0,1,0,0,0,0,25,0,0,9,5,6,13,28,3,0,1,District 7,IND,Withholding,0
0,0,0,1,0,0,0,1,0,1,0,0,6754.37,0,0,3,2,0,13,840,3,1,1,District 16,SCO,Withholding,0
0,0,0,0,0,0,0,1,0,1,0,0,6792.07,0,0,3,2,2,13,-1,1,1,0,District 7,SCO,Withholding,0
1,0,0,0,0,0,0,1,0,1,0,0,0,768.93,10.93,6,3,5,13,455,1,1,1,District 13,COR,Withholding,0
1,0,0,0,0,0,0,1,0,1,0,0,0,2215.85,20,8,4,1,13,932,7,1,1,District 0,SCO,Withholding,0
0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3,2,2,13,-1,1,3,0,District 13,IND,Withholding,0
0,0,0,1,0,0,0,0,0,0,0,0,32.16,0,0,1,1,0,14,-1,1,0,0,District 0,COR,Corporate Income,0
0,0,0,1,0,0,0,0,0,0,0,0,147.9,0,0,1,1,0,14,-1,1,0,0,District 0,COR,Corporate Income,0
0,0,0,1,0,0,0,0,0,0,0,0,4311.37,0,0,1,1,0,14,-1,1,0,0,District 0,SCO,Corporate Income,0
0,0,0,1,0,0,0,1,0,0,0,0,488.68,0,0,1,1,0,14,-1,1,0,0,District 0,SCO,Corporate Income,1
0,0,0,1,0,0,0,1,0,0,0,0,1784.23,0,0,1,1,0,14,-1,1,0,0,District 0,PAR,Corporate Income,1
0,0,0,1,0,0,0,0,0,0,0,0,54.49,0,0,1,1,0,14,-1,1,0,0,District 1,PAR,Corporate Income,0
0,0,0,1,0,0,0,0,0,0,0,0,6674.04,0,0,1,1,0,14,-1,1,0,0,District 1,COR,Corporate Income,0
0,0,0,1,0,0,0,0,0,0,0,0,157901.88,0,0,1,1,0,14,-1,1,0,0,District 1,COR,Corporate Income,0
0,0,0,1,0,0,0,1,0,0,0,0,52.55,0,0,1,1,0,14,-1,1,0,0,District 1,COR,Corporate Income,1
0,0,0,1,0,0,0,1,0,0,0,0,40.37,0,0,1,1,0,14,-1,1,0,0,District 13,SCO,Corporate Income,1
0,1,0,1,0,0,0,1,0,0,0,0,58.08,0,0,1,1,0,14,-1,1,0,0,District 13,SCO,Corporate Income,0
0,1,0,1,0,0,0,1,1,0,1,0,76.13,0,0,1,1,0,14,-1,1,0,0,District 13,SCO,Corporate Income,0
0,0,0,1,0,0,0,1,0,0,0,0,122.33,0,0,1,1,0,14,-1,1,0,0,District 13,SCO,Corporate Income,0
0,0,0,1,0,0,0,1,0,0,0,0,226.8,0,0,1,1,0,14,-1,1,0,0,District 13,TRS,Corporate Income,1
0,0,0,1,0,0,0,1,0,0,0,0,369.23,0,0,1,1,0,14,-1,1,0,0,District 13,TRS,Corporate Income,0
