flngAuditYear,fstrFiling,fstrClassification,fintPreviousAudits,fstrIndustry,flngSiteCount,fcurTotalReceipts,fcurTaxableReceipts,fdblFoodSalesPercent,fdblLiquorSalesPercent,fdblDeductionsToReceipts,fdblResaleToReceipts,fcurInterstateToReceipts,fcurSalesTax,fcurUseTax,fcurAverageWages,flngCollectCount,flngYearsOpen,flngEmployeeCount,fdblReceiptsChangePercent,fdblUseTaxChangePercent,fblnHasWTHAccount,fblnHasCITAccount,fcurCITTotalIncome,fblnSmallBusiness,fblnInState,fblnNonFiler,fblnTargetOver150PerHour,flngAccountKey
2011,Monthly,4,0,Unknown,1,910465.8818,680769,0,0,0.5,0,0,28178.7181,23.3545,438702.06,0,34,59,-0.2,0,1,1,3701,1,1,0,0,9974
2009,Annual,2,0,Unknown,1,0,0,0,0,0,0,0,0,0,317466.25,0,0,21,0,0,1,1,708845,1,1,1,0,9975
2013,Quarterly,4,0,Wholesale,1,203622.6636,6292,0,0,1,0,0,333.773,0,0,9,19,0,0.1,0,0,1,-352852,1,1,0,1,9976
2010,Monthly,4,0,Unknown,1,48320.2429,27545,0,0,0.5,0.1,0.1,1598.2149,1.6915,16339.1775,0,11,2,-0.1,0,1,1,629.5,1,1,0,0,9977
2011,Quarterly,4,0,Unknown,121,58661.25,59501,0.9,0,0,0,0,1276.4027,0,0,2,14,0,0.4,0,0,1,0,1,0,0,0,9978
2012,Monthly,1,0,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,9979
2011,Monthly,4,0,Unknown,1,0,0,0,0,0,0,0,0,243.5,2153320.221,1,12,144,0,-0.2,1,1,0,1,1,0,0,9980
2016,Quarterly,3,0,Unknown,1,11965.5151,90,0,0,0.7,0.7,0,188.3939,0,0,0,1,0,0,0,0,1,205225,1,0,0,0,9981
2014,Monthly,4,0,Wholesale,1,3084547.99,0,0,0,1,0.2,0.1,495.2222,41.4639,1482502.736,3,24,146,0.2,-0.4,1,1,814837,1,1,0,1,9982
2011,Monthly,3,0,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9983
2011,Monthly,4,0,Unknown,1,563511.7111,457,0,0,1,0,0.2,1488.4222,0,276313.6075,1,9,31,-0.3,0,1,1,194106.5,1,1,0,0,9984
2012,Monthly,1,0,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9985
2013,Annual,3,0,Unknown,1,0,0,0,0,0,0,0,0,0,81561.5033,0,0,3,0,0,1,1,0,1,0,1,0,9986
2016,Monthly,3,0,Unknown,1,4705888.828,135670,0,0,1,0,0.9,1611.7241,0,70782.0737,0,7,2,0,0,1,1,0,1,0,1,0,9987
2015,Quarterly,4,0,Retail,1,482006.375,0,0,0,1,0,0,11.25,0,10094.078,6,2,16,0,0,1,1,-5423,1,1,0,0,9988
2011,Monthly,3,1,Unknown,1,598797.2066,0,0,0,0.9,0,0,2930.2607,0,394459.5675,1,24,17,-0.2,0,1,1,13731440.5,1,0,0,0,9989
2012,Quarterly,2,0,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1,1,4802,1,1,1,0,9990
2013,Monthly,4,1,Retail,1,142174,96154,0.1,0.1,0.4,0,0,6501.5319,0,0,1,3,0,0,0,0,1,257694,1,1,0,0,9991
2012,Monthly,4,0,Unknown,1,208082.2105,41784,0,0,1,0.6,0,484.3157,0,13852.2737,2,2,2,0,0,1,1,123878,1,0,0,0,9992
2014,Monthly,4,0,Other,1,129824.2156,72451,0,0,0.5,0,0,3920.4901,0,83431.635,0,1,12,0,0,1,1,211253,1,1,0,0,9993
2013,Monthly,3,1,Unknown,1,3033434.458,0,0,0,1,0.5,0,1275.5084,1195.1016,553193.2875,0,6,0,0.2,-0.3,1,1,107858922.5,1,1,0,0,9994
2011,Monthly,4,0,Unknown,1,198781.9166,6308,0,0,1,0.3,0.2,433.4,0,54147.5012,2,11,5,-0.3,0,1,1,81559,1,0,0,0,9995
2014,Annual,4,1,Retail,2,895444.7314,413220,0,0,0.6,0.2,0.1,30669.422,593.074,171369.5937,3,6,24,-0.1,-0.4,1,1,0,1,0,0,0,9996
2010,Monthly,4,0,Unknown,1,386009.1304,8310,0,0,0.3,0,0,25126.2608,0,0,0,0,0,0,0,1,1,0,1,0,1,1,9997
2011,Monthly,4,0,Unknown,1,148855.8095,82444,0.1,0.1,0.2,0,0,7021.4126,0,17778.77,0,3,0,0,0,1,1,10704.5,1,1,0,0,9998
2013,Annual,4,0,Unknown,1,1118512.778,0,0,0,0.9,0,0,13092.4166,0,51686.0875,1,1,0,0,0,1,1,-507454.5,1,1,0,0,9999
2011,Monthly,3,1,Unknown,1,69902.0175,51237,0,0,0,0,0,4292.4912,0,0,0,11,0,0.4,0,0,0,0,1,0,0,0,10000
2015,Monthly,4,0,Hotel,1,54126.4,62591,0,0,0.1,0,0,4293.9454,0.5272,53048.1912,0,3,0,0,0,1,1,23651.5,1,1,0,0,10001
2015,Monthly,4,0,Retail,1,102280.9411,3404,0,0,0.4,0,0.1,5679.4607,0,72794.6762,0,6,12,0,0,1,1,-21512,1,1,0,0,10002
2011,Monthly,3,0,Unknown,1,192146.4513,9840,0,0,0.8,0.1,0,2161.9953,0.7964,105025.64,2,17,0,-0.5,-0.5,1,1,0,1,0,0,1,10003
2011,Quarterly,4,0,Unknown,1,11439.6551,808,0,0,0.1,0,0,925.2298,0,0,1,13,0,0,0,0,1,-746,1,1,0,0,10004
2013,Monthly,4,0,Unknown,1,23458.773,9712,0,0,0.7,0,0,515.0212,0,17126.875,1,21,2,0.1,0,1,1,5842.5,1,1,0,0,10005
2015,Monthly,3,0,Technology,1,23053.6,41852,0,0,0.1,0,0,1324.4833,0,0,0,3,0,0,0,0,0,0,1,0,0,0,10006
2012,Monthly,4,0,Unknown,1,0,0,0,0,0,0,0,0,0,642494.625,0,0,0,0,0,1,1,8027040,1,1,1,1,10007
2010,Monthly,4,0,Unknown,1,111524.78,9075,0,0,1,0,0,424.41,0,58149.63,0,10,0,-0.1,0,1,1,78098,1,1,0,0,10008
2013,Quarterly,4,0,Retail,1,1309031.231,1875,0,0,1,0.8,0,75.25,151.9423,14230.77,3,3,0,0,0,1,1,-36248.5,1,1,0,0,10009
2012,Monthly,4,0,Unknown,1,207129.1818,2735,0,0,0.7,0,0,3039.7575,23.9015,70029.2012,1,48,6,0.3,-0.1,1,1,-104630.5,1,1,0,0,10010
2009,Quarterly,4,0,Unknown,1,0,0,0,0,0,0,0,0,0,189176.5,0,0,31,0,0,1,1,55939.5,1,1,1,1,10011
2011,Annual,1,0,Unknown,1,1434527.2,0,0,0,1,0,0,0,0,539849.9616,1,0,12,0,0,1,1,759972,1,0,0,0,10012
2014,Monthly,4,0,Unknown,5,45842.8611,39383,0,0,0,0,0,4198.3333,0,0,1,0,0,0,0,0,1,0,1,1,0,0,10013
2012,Annual,4,0,Unknown,116,41257720.48,38789306,0,0,0.2,0,0,2148338.669,4831.6349,5839352.36,0,9,3108,-0.3,-0.2,1,0,0,0,0,0,0,10014
2010,Quarterly,4,0,Unknown,1,21312.5348,0,0,0,1,0,0,0,272.8604,0,1,1,0,0,0,0,1,626,1,1,1,0,10015
2015,Annual,4,0,Manufacturing,1,6445659.143,0,0,0,1,0.2,0,0,0,403827.5687,3,22,36,-0.4,0,1,1,520468.5,1,1,0,0,10016
2012,Monthly,4,0,Unknown,1,461289.6616,17644,0,0,1,0,0,1502.0601,0,0,0,30,0,-0.4,0,1,1,-415294,1,1,0,1,10017
2013,Annual,4,0,Unknown,56,7722851.326,9865837,0,0,0.1,0,0,595101.9456,6980.6521,1178827.466,1,12,0,-0.3,-0.2,1,1,186904885,1,0,0,0,10018
2012,Monthly,4,1,Unknown,1,128873.9111,97491,0,0,0.4,0,0,6498.0888,0,5759.375,2,5,4,-0.2,0,1,1,-13822.5,1,1,0,1,10019
2014,Monthly,4,0,Wholesale,1,107429.84,25316,0,0,0.5,0,0,4419.0133,4.1466,38280.35,1,30,8,0.1,1,1,1,34547.5,1,1,0,0,10020
2012,Annual,4,0,Unknown,3,4028,0,0,0,0.3,0.2,0,237.5425,0.2941,14883,1,5,0,-0.2,1,1,0,0,1,0,0,0,10021
2016,Monthly,4,0,Retail,1,220348.4485,11515,0,0,1,0,0,417.9264,3638.2058,115714.6962,0,8,23,-0.2,-0.2,1,1,-13245.5,1,1,0,1,10022
2012,Monthly,4,0,Unknown,1,52011.0406,5639,0,0,0.1,0,0,3284.7804,450.7073,2137136.079,0,12,116,0.6,1,1,1,-339530,1,1,0,0,10023
2012,Monthly,4,0,Unknown,1,81162.55,5980,0,0,0.8,0,0,1444.6166,251.0333,50032.27,0,2,0,0,0,1,1,-112099.5,1,1,0,0,10024
2011,Monthly,4,0,Unknown,1,26051.8648,16246,0,0.4,0,0,0,2048.8378,0,3466.6666,1,1,8,0,0,1,1,-200,1,1,0,1,10025
2012,Annual,2,0,Unknown,1,0,0,0,0,0,0,0,0,26.5555,0,0,6,0,0,1,0,1,904352.5,1,1,0,0,10026
2012,Monthly,4,1,Unknown,1,513007.1309,458673,0,0,0.3,0,0,31675.8809,0,12485,2,4,0,-0.2,0,1,1,165127.5,1,0,0,1,10027
2016,Monthly,4,0,Unknown,1,42680.3666,10764,0,0,0.6,0,0,1141.1333,0,0,0,1,3,0,0,1,1,-399,1,1,0,0,10028
2011,Monthly,1,0,Unknown,1,57622.2543,22852.32,0,0,0.6,0,0,1608.6857,0,0,0,4,0,0.1,0,0,1,21997.5,1,0,0,0,10029
2013,Monthly,4,0,Unknown,1,30171.8,0,0,0,0.2,0,0,1747,0,0,0,0,0,0,0,1,1,0,1,1,1,0,10030
2011,Monthly,3,1,Unknown,1,0,0,0,0,0,0,0,0,11156.5576,0,2,4,0,0,-0.3,0,1,0,1,0,0,0,10031
2014,Annual,1,0,Unknown,1,417507.8857,0,0,0,1,0,1,9.8857,0,21520.98,0,0,2,0,0,1,0,0,1,0,1,0,10032
2013,Monthly,3,2,Unknown,1,2913869.152,0,0,0,1,0.3,0,0,1621.0434,1540232.41,0,11,156,-0.1,-0.3,1,1,0,1,0,0,0,10033
2011,Monthly,4,0,Unknown,1,186204.626,62569,0,0,0.5,0,0,6217.3043,0,131995.57,0,31,29,-0.1,0,1,1,45041.5,1,1,0,0,10034
2011,Annual,3,0,Unknown,1,9760.1944,0,0,0,1,1,0,23.9074,2605.5,0,1,6,0,-0.4,-0.4,0,1,-7088918.5,1,0,0,1,10035
2015,Monthly,3,0,Unknown,1,0,0,0,0,0,0,0,0,0,46429.825,0,0,0,0,0,1,1,0,1,0,1,1,10036
2010,Monthly,4,1,Unknown,1,79848.2564,76917.8,0,0,0.4,0,0,2990.5247,1.3333,76595.2187,0,5,7,0.1,-0.2,1,1,-55030,1,0,0,0,10037
2011,Annual,2,0,Unknown,1,879.15,0,0,0,0.1,0,0,51.15,0,14883,1,1,0,0,0,1,1,32766,1,0,0,0,10038
2012,Monthly,4,0,Unknown,2,391931.7272,327591,0,0,0.7,0,0,8025.553,0,159335.3387,0,16,11,-0.1,0,1,1,713065,1,1,0,0,10039
2012,Monthly,4,0,Unknown,1,48573.125,0,0,0,0.3,0,0,2298.375,0,0,0,0,9,0,0,0,0,0,1,1,1,0,10040
2012,Annual,4,0,Unknown,1,0,0,0,0,0,0,0,0,44162.3203,6320825.316,2,41,447,0,-0.2,1,1,-306376879.5,1,1,0,0,10041
2012,Annual,3,0,Unknown,1,30967.4285,0,0,0,1,0,0,2.4285,0,8909.09,0,0,0,0,0,1,0,0,1,0,1,0,10042
2008,Annual,2,0,Unknown,1,0,0,0,0,0,0,0,0,0,145118,0,0,13,0,0,1,1,42629,1,1,1,1,10043
2011,Annual,4,1,Unknown,2,2456204.183,1407531,0,0,0.2,0,0.1,168866.15,112.7666,1261873.814,0,14,150,-0.4,-0.4,1,1,0,1,0,0,1,10044
2014,Annual,3,0,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,10045
2010,Monthly,4,0,Unknown,1,89406.2,3984,0,0,0.9,0,0,741.076,41.5714,0,0,0,4,0,0,1,1,0,1,0,1,1,10046
2013,Monthly,4,1,Unknown,1,30339.1442,24270,0,0,0.2,0,0,1668.6167,76.7692,218892.3437,0,7,58,-0.2,-0.4,1,1,-41079,1,1,0,0,14079
2011,Monthly,4,1,Retail,1,110176.8163,104510,0.1,0,0.6,0,0,3438.8979,0,29766,5,4,0,0,0,1,1,2284772.5,1,1,0,1,14080
2010,Annual,4,0,Unknown,1,2916928.441,2920889,0,0,0.3,0,0,161809.7058,114.5294,1349609.875,0,22,55,0,-0.1,1,1,587965,1,1,0,1,14081
2013,Monthly,3,0,Manufacturing,1,212722.6111,191550,0,0,0.5,0.1,0,6599.4861,0,215328.2762,1,17,2,-0.3,0,1,1,0,1,0,0,0,14082
2015,Monthly,4,2,Retail,1,285103.2827,252601,0.1,0,0.3,0,0,14458.5241,0,23790.155,6,9,3,0,0,1,1,63570,1,1,0,1,14083
2013,Annual,4,0,Estate,1,0,0,0,0,0,0,0,0,0,60379.3625,8,5,11,0,0,1,1,254203,1,1,0,0,14084
2014,Monthly,3,0,Manufacturing,1,4276.6842,14540,0,0,0.1,0,0,255.5349,0,0,3,5,0,-0.3,0,1,1,0,1,0,0,1,14085
2012,Monthly,4,0,Unknown,1,448968.2698,154140,0,0,0.7,0.1,0,7932.365,44.492,499019.5387,0,46,83,0,-0.2,1,1,573739,1,1,0,1,14086
2015,Monthly,4,0,Unknown,1,0,0,0,0,0,0,0,0,0,14883,0,0,0,0,0,1,1,82092,1,0,1,0,14087
2014,Monthly,4,1,Manufacturing,1,0,0,0,0,0,0,0,0,520.4084,466523.7475,0,10,88,0,-0.3,1,1,6551342.5,1,1,0,0,14088
2010,Monthly,4,0,Unknown,1,669173.3611,321653,0,0,0.7,0.2,0,11846.945,3.6759,240385.8125,0,15,0,0.1,-0.4,1,1,1079566.5,1,1,0,0,14089
2016,Monthly,2,0,Unknown,1,0,0,0,0,0,0,0,0,0,12696.3625,1,0,0,0,0,1,1,0,1,1,1,0,14090
2015,Monthly,4,0,Unknown,1,110732.5135,90769,0,0.1,0.1,0,0,8027.3513,0,0,1,1,40,0,0,1,1,-76231,1,1,0,1,14091
2011,Annual,4,0,Unknown,1,0,0,0,0,0,0,0,0,0,7304.625,0,0,61,0,0,1,1,0,1,0,1,1,14092
2012,Monthly,4,0,Unknown,1,11416.9259,13823,0,0,0.1,0,0,736.574,0,6354.9966,0,14,4,-0.2,0,1,0,0,1,1,0,0,14093
2014,Monthly,4,0,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,1,212,1,1,1,1,14094
2011,Monthly,3,0,Unknown,1,769762.0521,72272,0,0,0.8,0,0,7819.3644,320.6,98473.505,0,13,13,0,-0.2,1,1,53608417.5,1,0,0,1,14095
2013,Monthly,4,1,Unknown,2,2997909.813,622532,0,0,1,0.3,0,4069.5853,353.0791,1054615.949,0,13,0,0.1,0.5,1,0,0,1,0,0,1,14096
2013,Monthly,4,1,Retail,1,49983.0972,36455,0.1,0.3,0.1,0,0,3648.4375,0,10399.9787,2,23,8,-0.1,0,1,1,74001.5,1,1,0,0,14097
2013,Annual,2,1,Unknown,1,0,0,0,0,0,0,0,0,0,849025.1262,0,6,125,0,0,1,1,4025501.5,1,1,1,1,14098
2009,Monthly,2,0,Unknown,1,0,0,0,0,0,0,0,0,3181.8235,0,1,1,0,0,0,0,1,0,1,0,1,0,14099
2012,Annual,3,0,Unknown,1,467579,420448,0,0,0.4,0.4,0,17224.7,0,80649.335,0,0,7,0,0,1,1,234129.5,1,0,1,0,14100
2013,Monthly,4,0,Manufacturing,1,21863665.62,16290,0,0,1,0,0,208.923,0,142064.4425,1,2,4,0,0,1,0,0,1,0,0,0,14101
2011,Quarterly,4,0,Unknown,1,0,0,0,0,0,0,0,0,0,39478,0,0,0,0,0,1,1,62706.5,1,1,1,0,14102
2010,Annual,2,0,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,1,1,0,1,1,1,1,14103
2011,Monthly,3,0,Unknown,1,71992.475,75611,0,0,0,0,0,4293.154,4639.1333,1395996.011,1,9,67,0.2,-0.1,1,1,238476963,1,0,0,0,14104
2015,Quarterly,4,1,Construction,1,801105.6521,0,0,0,1,0,0.7,32.5434,418.2608,120726.7262,1,9,15,-0.6,-0.7,1,1,458242,1,1,0,0,14105
2015,Monthly,4,0,Retail,1,58915.523,28622,0,0,0.8,0.4,0.1,845.4,0,8125.882,6,8,2,-0.2,0,1,0,0,1,1,0,0,14106
2014,Monthly,4,0,Other,1,56732.425,4841,0,0,0.8,0,0,921.375,0,10108.7862,2,5,7,0,0,1,1,0,1,1,0,1,14107
2011,Monthly,3,0,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,14108
2013,Monthly,4,0,Unknown,11,30989.3082,22550,0.7,0,0,0,0,926.7142,0,14167.0375,1,9,1,0.1,0,1,1,1218,1,1,0,0,14109
2013,Annual,4,1,Unknown,409,43204823.84,1917227,0,0,1,0.2,0,115024.556,36891.4855,24165279.51,6,10,1090,-0.4,-0.5,1,1,126657518.3,0,1,0,1,14110
2011,Monthly,4,0,Unknown,3,181108.3606,158819,0,0,0.1,0,0,13952.7868,0,115028.8225,0,2,15,0,0,1,1,108570,1,1,0,0,14111
2011,Monthly,4,0,Unknown,2,678929.21,429686,0,0,0.4,0,0,25666.042,26.6806,685246.6387,0,36,88,0.2,-0.2,1,1,-157020,1,1,0,0,14112
2012,Monthly,3,0,Unknown,1,343848.3294,5864,0,0,0.4,0.3,0,13587.8117,0,88218.1462,0,8,1,0.6,0,1,1,5284020.5,1,0,0,0,15289
2009,Quarterly,4,0,Unknown,1,203849.0937,25475,0,0,0.9,0,0,1500.5312,0,51360,0,14,0,-0.1,0,1,1,17024,1,1,0,0,15290
2016,Monthly,4,1,Retail,1,22713.6349,28093,0,0,0.1,0,0,1682.4285,0,3843.75,3,4,0,0,0,1,1,2845.5,1,1,0,1,15291
2011,Monthly,4,0,Unknown,1,246069.3781,81212,0,0.1,0.1,0,0,17335.3865,6.2941,262562.7912,0,15,83,0,-0.5,1,1,-69170.5,1,1,0,1,15292
2013,Annual,4,0,Unknown,1,230487.6666,487,0,0,1,0,0,160.1666,0,19261.8012,1,1,0,0,0,1,1,-304945.5,1,1,1,0,15293
2010,Monthly,4,0,Unknown,2,122272.9907,63446,0.1,0,0.5,0,0,3812.9537,0,129392.1725,1,22,43,-0.1,0,1,1,-78635,1,1,0,0,15294
2010,Monthly,3,0,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-438395,1,0,1,1,15295
2011,Annual,4,1,Unknown,1,1785636.1,1816317,0,0,0.2,0,0,137395.4571,3673.7,292811.25,0,2,0,0,0,1,1,79132348,1,1,0,0,15296
2009,Monthly,4,0,Unknown,1,46826.1666,18868,0.6,0,0.4,0,0,349.4383,0,13200,0,6,4,-0.2,0,1,1,-147914,1,1,0,0,15297
2016,Monthly,4,1,Unknown,1,259130.4259,213782,0,0,0.3,0,0,15745.8333,0,10040.625,1,2,1,0,0,1,1,44515,1,1,0,1,15298
2012,Monthly,4,0,Unknown,1,26619.4603,12825,0,0,0.7,0,0,624.6743,0,14883,0,19,0,0,0,1,1,25943,1,1,0,0,15299
2011,Monthly,4,0,Unknown,1,9447.8208,8481,0,0.7,0.1,0,0,544.4477,0,0,0,34,0,0,0,0,0,0,1,1,0,0,15300
2015,Annual,4,2,Retail,1,389691.2111,210850,0,0,0.3,0,0,25289.826,2171.1242,150960.0712,0,15,17,-0.2,-0.6,1,1,-3041942,1,1,0,0,15301
2013,Monthly,4,0,Unknown,6,217578.4609,172072,0,0,0.1,0,0,16199.4719,74.5035,122802.2387,2,18,19,0.4,6.7,1,1,-8363675.5,1,0,0,0,15302
2010,Quarterly,3,0,Unknown,1,62112.1666,0,0,0,0.7,0,0,203.5879,0,0,0,0,0,0,0,0,1,0,1,0,1,0,15303
2015,Monthly,2,0,Construction,1,0,0,0,0,0,0,0,0,6449.0975,3370.2287,1,32,0,0,-0.8,1,1,0,1,0,0,0,15304
2015,Monthly,4,0,Retail,1,164033.488,186370,0,0,0.1,0,0,9045.6607,0,74441.6666,0,27,5,0,0,1,1,75602,1,1,0,0,15305
2009,Annual,4,0,Unknown,1,774,0,0,0,0.2,0,0,64.4444,0,0,2,1,0,0,0,0,0,0,1,0,0,0,15306
2013,Monthly,4,0,Unknown,1,193429.5,0,0,0,0.6,0.5,0,5309.8125,0,0,0,0,2,0,0,0,0,0,1,0,1,1,15307
2013,Quarterly,4,0,Retail,3,1877.606,0,0,0,0.1,0,0,134.7878,0,29766,1,3,0,0,0,1,0,0,1,1,0,0,15308
2012,Quarterly,4,0,Unknown,1,13297.5434,7058,0,0,0.1,0,0,754.826,1.3695,14883,1,1,3,0,0,1,1,28383,1,1,0,0,15309
2010,Annual,4,0,Unknown,1,8334.4782,0,0,0,0,0,0,501.3043,1.1739,0,0,16,0,-0.1,-0.1,1,0,0,1,0,0,0,15310
2010,Monthly,4,0,Unknown,1,778469.971,387441,0,0,0.4,0,0,35414.4202,0,80328.4912,0,4,0,0,0,1,1,345948.5,1,0,0,1,15311
2014,Annual,4,0,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,15312
2015,Monthly,3,0,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,15313
2010,Quarterly,4,0,Unknown,1,99839.1111,6030,0,0,0.9,0,0,456.6694,0,38740.1362,1,23,6,-0.1,0,1,1,10216,1,1,0,0,15314
2015,Monthly,2,0,Unknown,1,0,0,0,0,0,0,0,0,0,115696.2937,0,0,12,0,0,1,1,57493,1,1,1,1,15315
2014,Monthly,4,0,Retail,1,86581.6987,28249,0,0,0.8,0.2,0,1658.7115,0,0,0,33,0,-0.2,0,0,0,0,1,1,0,0,15316
2012,Quarterly,4,0,Unknown,1,4907.3979,7158,0,0.3,0.1,0,0,286.2653,0,14883,0,21,0,0.1,0,1,0,0,1,1,0,0,15317
2010,Monthly,4,0,Unknown,1,45702.362,4400,0,0,0.9,0.4,0,652.0637,251.3965,1492277.574,0,3,0,0,0,1,1,-437122,1,1,0,0,15318
2009,Monthly,3,0,Unknown,1,178680.4266,0,0,0,0.7,0,0,3401.1242,0,91688.0112,1,5,0,-0.1,0,1,1,752012,1,0,0,0,15319
2013,Monthly,1,0,Retail,1,106490.2941,373,0,0,0.7,0.7,0,1698.7058,0,0,1,0,0,0,0,0,1,0,1,0,0,1,15320
2006,Annual,4,0,Unknown,1,3853009.633,564132,0,0,0.9,0,0,39275.5833,811.0833,3437157,0,12,281,0,0,1,1,0,1,1,0,0,15321
2011,Monthly,4,0,Unknown,1,10084.96,8510,0,0,0.1,0,0,583.08,0,0,0,2,0,0,0,0,0,0,1,1,0,0,15322
2012,Annual,4,0,Unknown,1,0,0,0,0,0,0,0,0,0,306078.75,0,0,22,0,0,1,1,29683.5,1,1,1,1,15323
2012,Monthly,4,1,Unknown,1,7069.1428,6460,0,0.4,0.1,0,0,592.1503,0,14883,0,40,2,-0.1,0,1,0,0,1,1,0,1,15324
2015,Monthly,4,0,Unknown,1,0,0,0,0,0,0,0,0,0,14883,0,0,0,0,0,1,0,0,1,0,1,0,15325
2011,Annual,4,0,Unknown,1,885328.5714,0,0,0,1,0,0,0,0,363952.9062,0,6,41,-0.5,0,1,1,84070.5,1,1,0,0,15326
2013,Annual,4,0,Unknown,1,82885.3382,0,0,0,0,0,0,4999.3546,62478.8161,362356.995,1,13,10,1,-0.4,1,1,0,1,0,0,1,15327
2012,Monthly,4,1,Unknown,1,0,0,0,0,0,0,0,0,3989.1395,920063.4275,1,8,141,0,0,1,1,1018443.5,1,1,1,0,15328
2015,Monthly,4,0,Unknown,2,197887.3666,18528.54,0,0,0.8,0.7,0,4501.63,0,0,0,0,0,0,0,0,1,0,1,0,1,1,15329
2011,Annual,4,0,Unknown,1,1071328.6,0,0,0,1,0.4,0,0,0,30699.2412,0,13,0,-0.2,0,1,1,104484,1,0,0,0,15330
2012,Monthly,3,0,Unknown,1,119789,0,0,0,0.6,0,0,2827,0,0,0,0,1,0,0,1,0,0,1,0,1,1,15331
2010,Monthly,4,0,Unknown,1,351694,2208,0,0,0.9,0.9,0,1104.4615,0,0,0,0,0,0,0,1,1,0,1,1,1,1,15332
2013,Monthly,4,0,Construction,1,1348843.09,3529,0,0,1,0,0,577.1802,0,1204718.796,3,30,79,0.2,0,1,1,-259272.5,1,1,0,0,15333
2013,Monthly,2,0,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,15334
2011,Annual,4,0,Unknown,4,2059678.281,825368,0,0,0.8,0,0,32197.4877,602.1315,504410.385,0,76,49,-0.2,0,1,1,268263,1,1,0,0,15335
2012,Annual,4,0,Unknown,1,26085.9509,144,0,0,0.8,0,0,417.3333,0,1336.75,1,17,0,0,0,1,1,6436,1,1,0,0,15336
2012,Monthly,4,0,Unknown,1,22769.4897,23482,0,0.4,0.1,0,0,1225.0408,0,2689.7142,3,2,4,0,0,1,1,19811.5,1,1,0,0,15337
2011,Monthly,4,0,Unknown,1,18519.325,15060,0,0.3,0.1,0,0,1179.4833,0,14909.875,3,13,0,0,0,1,0,0,1,1,0,1,15338
2013,Monthly,2,0,Unknown,1,0,0,0,0,0,0,0,0,719.5434,0,1,2,1,0,0,1,1,70.5,1,1,0,0,15339
2011,Monthly,1,0,Unknown,1,205908.625,316.49,0,0,1,0,0,213.3897,0,0,1,1,0,0,0,0,0,0,1,0,0,0,15340
2011,Monthly,4,0,Unknown,1,128900.6942,142415,0,0.7,0.1,0,0,9946.9504,0,17451,0,9,3,-0.1,0,1,1,65943.5,1,1,0,1,15341
2014,Monthly,2,0,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,15342
2014,Monthly,4,0,Wholesale,1,67214.6333,48716,0,0,0.3,0,0,2812.8133,0,34255,0,31,0,-0.1,0,1,1,-14633.5,1,1,0,0,15343
2012,Monthly,4,0,Unknown,1,195414.9823,108886,0,0,0.3,0,0,11146.4778,0,8675,0,7,2,0.1,0,1,1,-19163,1,1,0,0,15344
2013,Monthly,4,0,Construction,1,193158.1398,20311,0,0,0.9,0,0,1539.4895,0,66271.05,0,16,4,0,0,1,1,5654,1,1,0,0,15345
2015,Monthly,4,0,Retail,1,181475.6111,77722,0,0,0.7,0.1,0,3553.7037,0,96932.794,2,15,5,-0.2,0,1,1,-20535,1,1,0,0,15346
2015,Monthly,4,0,Other,4,179541.4743,4779,0,0,1,0,0,293.0083,22.4423,166026.215,3,46,33,-0.1,1,1,1,241829,1,1,0,1,15347
2011,Monthly,4,0,Unknown,1,15196219.08,0,0,0,1,0.3,0.1,42.2833,1985.6166,5823676.116,0,2,0,0,0,1,1,18488059,1,1,0,1,15348
2010,Monthly,4,0,Unknown,1,299278.8285,31343,0,0,0.9,0,0,2583.5238,0,305082.4475,0,52,20,-0.1,0,1,1,165931.5,1,1,0,0,15349
2014,Monthly,4,0,Construction,1,0,0,0,0,0,0,0,0,6411.0875,9154837.766,0,10,424,0,0.8,1,1,783926.5,1,1,0,1,15350
2012,Monthly,4,0,Unknown,1,831697.2,511096,0,0,0.4,0,0,45208.825,0,32084.94,0,1,8,0,0,1,1,-28863,1,1,0,0,15351
2010,Quarterly,4,0,Unknown,1,3120.8333,0,0,0.6,0.1,0,0,202.8333,0,0,0,0,0,0,0,0,1,0,1,1,1,0,15352
