flngAuditYear,fstrFiling,fstrClassification,fintPreviousAudits,fstrIndustry,flngSiteCount,fcurTotalReceipts,fcurTaxableReceipts,fdblFoodSalesPercent,fdblLiquorSalesPercent,fdblDeductionsToReceipts,fdblResaleToReceipts,fcurInterstateToReceipts,fcurSalesTax,fcurUseTax,fcurAverageWages,flngCollectCount,flngYearsOpen,flngEmployeeCount,fdblReceiptsChangePercent,fdblUseTaxChangePercent,fblnHasWTHAccount,fblnHasCITAccount,fcurCITTotalIncome,fblnSmallBusiness,fblnInState,fblnNonFiler,fblnTargetOver150PerHour,flngAccountKey
2014,Monthly,4,0,Unknown,1,0,0,0,0,0,0,0,0,0,26566.464,3,0,2,0,0,1,1,0,1,0,1,0,4338
2013,Monthly,4,0,Retail,1,134911.169,142844,0.1,0.4,0.1,0,0,7644.8943,0,8041.25,0,9,5,0,0,1,1,85427,1,1,0,1,4339
2014,Monthly,4,1,Unknown,1,0,0,0,0,0,0,0,0,0,167448.6962,0,5,6,0,0,1,1,20026682,1,0,1,0,4340
2015,Annual,4,2,Retail,28,4018863.455,2539564,0.4,0,0.2,0,0,181232.8118,864.396,0,1,6,0,-0.1,-0.4,0,1,0,1,0,0,0,4341
2011,Monthly,4,0,Unknown,1,66113.6486,60471,0,0,0.6,0.1,0,2070.9729,0,52958.53,1,1,0,0,0,1,1,-55880,1,1,0,0,4342
2014,Monthly,1,0,Unknown,1,49407.4411,165836,0,0,0,0,0,3028.4411,1.1176,0,0,1,0,0,0,0,1,1117753,1,0,0,0,4343
2015,Monthly,4,0,Retail,1,198560.9642,126703,0,0.6,0.1,0,0,15420.613,0,56208.75,0,23,9,0,0,1,1,4549.5,1,1,0,0,4344
2011,Monthly,2,0,Unknown,1,0,0,0,0,0,0,0,0,0,289666.25,0,0,19,0,0,1,1,-107239.5,1,1,1,0,4345
2012,Monthly,3,0,Unknown,1,122956.6641,99578.04,0,0,0.8,0.4,0,1688.5583,0,0,0,33,0,-0.4,0,0,1,5364433,1,0,0,0,4346
2007,Monthly,4,1,Unknown,1,93015.5937,125637,0.1,0,0.3,0,0,5136.5625,0,2490,0,3,0,0,0,1,1,-56686.5,1,1,0,1,4347
2012,Monthly,4,0,Unknown,1,20728.5,20711,0,0.4,0.1,0,0,1390.409,0,9607.5675,1,4,0,0,0,1,1,18962.5,1,1,0,0,4348
2009,Quarterly,3,0,Unknown,1,60057.3529,1934,0,0,0.8,0,0,605.7252,0,0,0,20,0,-0.1,0,0,1,90747.5,1,0,0,0,4349
2013,Quarterly,4,0,Retail,1,377441.7,0,0,0,1,0,0.7,24.6,0,80997.1437,2,3,9,0,0,1,1,0,1,1,0,0,4350
2011,Monthly,4,0,Unknown,1,45392.3771,37436,0,0,0.1,0,0,2639.9736,27.7982,0,0,26,0,-0.2,1,0,1,0,1,1,0,0,4351
2011,Quarterly,1,0,Unknown,1,259154.6326,6799,0,0,1,0.2,0,588,0,0,1,1,0,0,0,0,0,0,1,0,0,1,4352
2014,Quarterly,4,0,Technology,1,249894,8205,0,0,1,0,1,393.4545,0,0,2,5,0,0,0,0,1,19855.5,1,1,1,1,4353
2009,Monthly,4,0,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,4354
2010,Monthly,4,0,Unknown,1,550969.4181,433675,0.8,0,0.1,0,0,15495.0727,0.509,160540.6762,0,3,0,0,0,1,1,262557.5,1,0,0,0,4355
2012,Monthly,4,0,Unknown,1,660325.5312,37116,0,0,0.9,0,0.1,4316.7812,0,286988.4812,1,27,27,-0.3,0,1,1,2529.5,1,1,0,0,4356
2009,Annual,4,0,Unknown,1,110847.7666,1412573,0,0,0.1,0,0,6033.0788,0,15944.4575,0,9,0,-0.6,0,1,1,0,1,0,0,0,4357
2012,Monthly,3,0,Unknown,1,1056943,73960,0,0,0.9,0.9,0,3581.8205,0,84596.795,1,1,3,0,0,1,1,0,1,0,0,0,4358
2015,Monthly,4,0,Hotel,1,79762.6181,61236,0,0,0.1,0,0,6313.8909,0,69319.7062,2,7,23,-0.1,0,1,1,46955.5,1,1,0,0,4359
2008,Monthly,4,1,Unknown,1,0,0,0,0,0,0,0,0,0,225828.125,0,0,0,0,0,1,1,165403,1,1,1,0,4360
2014,Monthly,3,0,Wholesale,1,11515802.99,34387,0,0,1,0.1,0,20324.0867,0,814414.0887,1,13,0,-0.3,0,1,1,0,1,0,0,0,4361
2011,Monthly,4,0,Unknown,1,30416.9916,30585,0,0,0.1,0,0,2025.45,0,15045.925,1,9,8,-0.1,0,1,1,0,1,1,0,0,4362
2009,Annual,4,0,Unknown,1,150952.4545,1570,0,0,1,0,0,32.6818,43.2727,55656.4,0,1,10,0,0,1,1,-39012.5,1,1,0,0,4363
2015,Annual,4,0,Unknown,1,12049.9111,43724,0,0.1,0,0,0,967.8,0,14712.276,0,1,0,0,0,1,0,0,1,1,0,1,4364
2014,Monthly,1,1,Technology,1,5992.6166,742,0,0,0.1,0,0,382.9166,13.5166,472209.995,1,3,34,0,14,1,1,2379313,1,0,0,0,4365
2011,Monthly,4,0,Unknown,1,185862.7524,136344,0,0,0.1,0,0,13199.9306,2.1089,67707.9087,0,6,19,-0.1,-0.1,1,1,-31117,1,1,0,0,4366
2012,Monthly,2,0,Unknown,1,0,0,0,0,0,0,0,0,0,540293,0,0,49,0,0,1,1,-3784,1,1,1,0,4367
2012,Monthly,4,1,Unknown,1,0,0,0,0,0,0,0,0,17891.2045,9150500.839,1,12,606,0,-0.3,1,1,0,0,1,0,0,4368
2014,Quarterly,1,0,Construction,1,34052.4418,0,0,0,0,0,0,1995.7906,984.4883,45002.5012,0,2,0,0,0,1,0,0,1,0,0,1,9577
2013,Annual,4,0,Wholesale,1,359188.2173,0,0,0,1,0.9,0.1,0,0,0,1,2,0,0,0,0,1,0,1,0,0,0,9578
2015,Monthly,4,2,Wholesale,1,645480.4629,246866,0,0,0.7,0.6,0,15680.6759,0,78922.35,0,6,7,-0.4,0,1,1,0,1,0,0,0,9579
2011,Annual,4,0,Unknown,1,1001.1153,6280,0,0,0,0,0,93.8333,1033.4358,0,0,12,0,-0.1,-0.2,1,1,0,1,0,0,0,9580
2011,Monthly,3,0,Unknown,1,100718.817,7188,0,0,0.8,0,0,1174.3246,0,83590.6825,0,8,2,-0.4,0,1,1,0,1,0,0,1,9581
2014,Annual,4,0,Unknown,1,1113350.545,945574,0.8,0,0.2,0,0,20680.3522,0,316746.1925,0,5,67,-0.1,0,1,1,768912,1,1,0,0,9582
2015,Monthly,4,0,Hotel,1,65276.8796,77823,0.7,0,0,0,0,2047.0751,0,20976.625,4,8,15,-0.2,0,1,1,42247,1,1,0,0,9583
2013,Quarterly,3,2,Wholesale,1,1315900.85,0,0,0,1,0.7,0,90.075,0,10379.2587,3,7,1,-0.1,0,1,1,8476899,1,0,0,0,9584
2013,Monthly,4,0,Unknown,1,37761.0277,30709,0,0,0.1,0,0,2419,0,24171.42,1,1,15,0,0,1,1,0,1,1,0,0,9585
2011,Monthly,1,0,Unknown,1,34339.0303,3324.8,0,0,0.5,0,0,1090.2164,0,94576.2425,0,6,0,-0.2,0,1,1,-679355,1,0,0,0,9586
2015,Annual,4,0,Manufacturing,1,1746,139,0,0,0.7,0,0.4,36.8475,0,0,1,10,0,0.6,0,0,0,0,1,1,0,0,9587
2014,Monthly,4,0,Unknown,1,21138.7105,14802,0,0,0.4,0,0,822.9473,0,3368.42,1,1,1,0,0,1,1,728,1,1,0,0,9588
2014,Annual,4,0,Unknown,106,80381734.53,47777276,0,0,0.3,0,0,4685745.604,7423.3584,29766,0,2,0,0,0,1,1,0,1,0,0,0,9589
2010,Monthly,4,0,Unknown,1,25875.5833,31790,0,0,0.1,0,0,1473.2553,0,17587.8112,0,26,6,-0.3,0,1,0,0,1,1,0,0,9590
2009,Monthly,4,0,Unknown,1,0,0,0,0,0,0,0,0,0,168066.5,0,0,2,0,0,1,1,4189561,1,0,1,1,9591
2010,Monthly,2,0,Unknown,1,0,0,0,0,0,0,0,0,0,8405503.75,0,0,72,0,0,1,1,0,1,1,1,1,9592
2014,Annual,4,1,Wholesale,4,4652827.846,198229,0,0,1,0,0,13691.0536,2.6107,991735.3725,0,17,277,-0.4,-0.6,1,1,2728574.5,1,1,0,1,9593
2010,Monthly,4,0,Unknown,3,174888.4482,0,0,0,0.4,0,0,8189.2413,0.4482,0,0,0,9,0,0,1,1,0,1,0,1,0,9594
2011,Annual,4,0,Unknown,1,200174.7671,0,0,0,1,0,0,41.7198,4405.0136,14883,0,19,0,-0.6,-0.6,1,1,944210.5,1,0,0,0,9595
2014,Monthly,4,0,Retail,1,189162.4,111975,0,0,0.3,0,0,10039.2222,1.2,82216.3666,1,1,8,0,0,1,1,-64505,1,1,0,0,9596
2011,Annual,4,1,Unknown,1,3728607.442,1752343,0.2,0,0.5,0,0,79505.4666,619.3083,1724165.533,0,29,0,0.1,3.7,1,1,0,1,0,0,1,9597
2011,Annual,4,1,Unknown,42,98471.6639,68079,0,0,0.2,0,0,7379.5865,3588.0655,540496.0725,0,24,0,-0.1,-0.2,1,1,9221097.5,1,0,0,0,9598
2012,Annual,2,0,Unknown,1,0,0,0,0,0,0,0,0,0,216827.75,0,0,153,0,0,1,0,0,1,0,1,0,9599
2011,Monthly,4,0,Unknown,1,251167.1517,59023,0,0,0.4,0,0,10156.125,95.5982,116545.7075,2,14,10,0.3,18.4,1,1,14546.5,1,1,0,0,9600
2010,Annual,4,0,Unknown,97,1967668.759,1861079,0,0,0.4,0,0,76275.3013,41630.2988,0,0,23,0,0.1,-0.2,1,1,0,1,0,0,1,9601
2012,Annual,4,0,Unknown,1,1255933.143,0,0,0,1,0,0.7,0,135.9523,589376.6362,0,2,17,0,0,1,1,13188.5,1,1,0,0,9602
2011,Quarterly,3,0,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9603
2011,Monthly,4,0,Unknown,1,145723.5294,236327,0.1,0,0,0,0,10428.7988,0,14883,0,0,0,0,0,1,1,0,1,0,1,0,9604
2011,Annual,4,1,Unknown,8,4412522.267,2681182,0,0,0.2,0,0,258240.8916,4.175,1071515.64,0,56,117,0.1,-0.5,1,1,2495622.5,1,1,0,0,9605
2010,Monthly,4,0,Unknown,1,238098.7619,88949,0,0,0.6,0.1,0,7832.9047,0,1775990.591,0,37,9,-0.1,0,1,1,793,1,1,0,0,9606
2012,Monthly,4,0,Unknown,2,276339.93,334996.93,0.3,0,0.2,0,0,8691.8325,0,19367.28,3,5,0,-0.3,0,1,1,-38439.5,1,1,0,1,9607
2016,Monthly,4,0,Hotel,3,56334.0933,35164,0,0,0.1,0,0,3703.7866,0,52006.9875,2,4,22,-0.1,0,1,1,-6010,1,1,0,0,9608
2009,Monthly,3,0,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,9609
2012,Monthly,4,0,Unknown,1,0,0,0,0,0,0,0,0,0,14883,0,0,17,0,0,1,0,0,1,1,1,1,9610
2012,Monthly,4,0,Unknown,1,0,0,0,0,0,0,0,0,0,14883,0,0,0,0,0,1,1,0,1,0,1,1,9611
2014,Monthly,3,0,Unknown,1,36312.0944,17746,0,0,0.8,0,0,361.1481,49.4015,26033,0,10,2,0.2,15.9,1,1,50289.5,1,0,0,0,9612
2011,Monthly,3,0,Unknown,1,709190.7166,411961,0,0,0.5,0,0,24383.9583,89.6666,177230.7837,0,8,0,-0.1,-0.5,1,1,20739504,1,0,0,0,9613
2012,Monthly,4,0,Unknown,2,37642.6692,0,0,0,0.1,0,0,1913.8844,1660.1496,1711697.725,0,32,196,0.5,1,1,1,403251763,1,0,0,1,9614
2012,Monthly,4,0,Unknown,1,247492.754,0,0,0,1,0,0,0,500.7213,1103695.239,0,43,132,1,-0.4,1,1,-2043332.5,1,1,0,0,9615
2009,Monthly,3,0,Unknown,1,1890724.875,0,0,0,1,0,0,95.375,0,217966.075,0,13,4,0.2,0,1,1,-2188190,1,0,0,0,9616
2012,Monthly,4,0,Unknown,1,37026.2931,23311,0,0,0.4,0,0,1936.4827,0,20359.755,0,2,5,0,0,1,1,5862,1,1,0,0,9617
2010,Monthly,4,0,Unknown,1,256618.8613,0,0,0,0.9,0.1,0,1021.1274,84.9603,3629526.461,0,19,156,0.1,7.6,1,1,0,1,1,0,0,9618
2012,Quarterly,4,0,Unknown,1,0,0,0,0,0,0,0,0,0,1580347.579,1,6,0,0,0,1,1,0,1,1,0,1,9619
2014,Quarterly,3,0,Retail,1,27802.3333,378611,0,0,0.6,0.6,0,734.6,0,0,1,4,0,-0.3,0,0,1,0,1,0,0,1,9620
2013,Monthly,4,0,Unknown,1,167439.1818,61471,0,0,0.6,0,0,4604.2045,0,92691.32,0,1,11,0,0,1,0,0,1,1,0,0,9621
2010,Monthly,4,0,Unknown,1,150077.3333,32194,0,0,0.8,0.1,0,2591.5925,2085.1296,54033.0875,0,31,14,-0.1,0,1,1,13188.5,1,1,0,0,9622
2015,Annual,2,0,Unknown,1,241703.5555,526,0,0,1,0.5,0,11.0555,19.3888,0,0,0,80,0,0,0,1,0,1,1,1,1,9623
2012,Annual,4,0,Unknown,1,214801.4523,14055,0,0,0.9,0,0,716.1984,1347.1269,92585.0962,0,23,0,0.1,0,1,1,59255,1,0,0,1,9624
2011,Quarterly,4,0,Unknown,1,55902.6388,4225,0,0.1,1,0,0,172.8333,0.5555,24560.145,0,2,10,-0.1,-0.1,1,1,-2626,1,1,0,0,9625
2013,Monthly,3,0,Unknown,1,152582.3405,20090,0,0,0.7,0,0,2355.9407,0,26285.155,0,15,0,-0.1,0,1,0,0,1,0,0,0,9626
2012,Monthly,3,0,Unknown,1,3728037.038,0,0,0,1,0,0,666.0827,0,306821.1612,1,9,5,-0.1,0,1,1,0,1,0,0,0,9627
2013,Annual,2,0,Retail,1,4571732.917,0,0,0,1,0,0,0,0,0,2,16,0,-0.2,0,1,0,0,1,0,0,0,9628
2013,Monthly,4,0,Unknown,1,254357.4577,1310,0,0,1,0.1,0,46.1408,687.8309,130870.6337,1,33,13,-0.2,-0.1,1,1,221684,1,0,0,0,9629
2012,Monthly,4,0,Unknown,1,4961,0,0,0,0.1,0,0,389,0,0,0,0,0,0,0,0,1,0,1,1,1,1,9630
2014,Monthly,4,0,Wholesale,1,279942.7837,165406,0,0,0.5,0,0.1,10038.3648,3.3986,145086.6175,2,17,12,-0.1,4,1,1,169913.5,1,1,0,0,9631
2012,Monthly,1,1,Unknown,1,58726.3977,598583,0,0,0.1,0,0,3094.409,0,29766,0,19,0,-0.3,0,1,1,241745.5,1,0,0,0,9632
2014,Monthly,4,0,Education,1,94169.9516,8404,0,0,0.9,0,0,967.887,0,54873.995,1,3,28,0,0,1,1,157325.5,1,1,0,0,9633
2012,Quarterly,4,0,Unknown,1,5051.6666,3819,0,0,0,0,0,265.5733,0,29766,2,23,0,0.3,0,1,0,0,1,1,0,0,9634
2015,Monthly,4,0,Retail,1,219750.2602,100710,0,0,0.6,0.1,0,5258.8082,35.4246,319211.9,1,4,44,-0.1,0,1,1,19772.5,1,1,0,1,9635
2014,Quarterly,4,0,Unknown,1,23997.0277,6870,0,0,0.9,0.4,0.4,155.6388,0,0,1,0,1,0,0,0,1,0,1,1,0,0,9636
2013,Monthly,4,0,Health,1,23035.3333,4949,0,0,0.4,0,0,966.7307,0,29766,2,8,0,-0.2,0,1,0,0,1,1,0,0,9637
2013,Quarterly,4,0,Unknown,1,1297342.056,0,0,0,1,0.2,0,0,650.3888,147642.8687,0,20,11,-0.2,-0.5,1,1,0,1,1,0,0,9638
2013,Monthly,2,0,Unknown,1,0,0,0,0,0,0,0,0,0,46783.1762,1,0,0,0,0,1,1,-15743,1,1,1,0,9639
2009,Monthly,4,0,Unknown,1,25525.1979,19665,0,0,0.1,0,0,1775.4479,0,73613.5,0,20,3,-0.1,0,1,1,62715.5,1,1,0,0,9640
2011,Annual,4,0,Unknown,1,282056.3,26223,0,0,1,0.4,0,161,0,20101.35,0,1,0,0,0,1,1,-3287574.5,1,0,0,0,9641
2013,Monthly,4,0,Retail,11,600489.6827,70036,0,0,0.6,0.1,0,14332.8827,1244.2344,371436.775,1,29,11,0.3,0,1,1,0,1,0,0,0,9642
2009,Monthly,2,0,Unknown,1,0,0,0,0,0,0,0,0,0,369160,0,0,24,0,0,1,1,1001516.5,1,0,1,1,9643
2012,Annual,4,0,Unknown,14,11376176.65,2522010,0,0,0.8,0,0,152061.7143,1414.6666,2427567.734,1,77,262,-0.2,-0.2,1,1,2337708.333,1,1,0,1,9644
2014,Monthly,4,0,Hotel,1,105113.4166,1083,0,0,0.7,0,0,2299.6666,20.0641,67504.195,2,11,15,0,0,1,1,0,1,1,0,0,9645
2015,Monthly,2,0,Unknown,1,0,0,0,0,0,0,0,0,0,187637.5616,1,0,110,0,0,1,1,-1069518,1,1,1,1,9646
2011,Annual,2,0,Unknown,1,0,0,0,0,0,0,0,0,0,14883,0,0,6,0,0,1,1,0,1,0,1,0,9647
2012,Monthly,4,0,Unknown,1,56382.6867,28676,0,0,0.6,0,0,1920.6024,65.9759,33096.5337,0,4,0,0.1,-0.1,1,1,0,1,1,0,0,9648
2014,Quarterly,4,0,Unknown,1,0,0,0,0,0,0,0,0,0,144012.8362,0,0,0,0,0,1,1,0,1,0,1,0,9649
2011,Monthly,4,0,Unknown,1,17787.1923,24442,0,0,0.1,0,0,1591.1153,0,0,0,0,1,0,0,0,1,0,1,1,1,0,9650
2011,Monthly,4,1,Unknown,1,3334.2123,3866,0,0.5,0.1,0,0,282.2035,0,0,3,13,0,-0.2,0,0,0,0,1,1,0,1,9651
2010,Monthly,4,0,Unknown,1,18758.1034,40139,0,0,0.1,0,0,1419.0772,0,202627.14,0,0,85,0,0,1,1,266625,1,1,1,1,9652
2013,Monthly,4,2,Retail,3,6031915.153,21527,0,0,1,0.3,0,2020.7811,28.7222,430208.44,0,17,14,0,-0.5,1,1,14789408.5,1,0,0,0,9653
2012,Monthly,4,0,Unknown,1,337178.3968,20093,0,0,0.8,0,0,3566.8095,264.0317,225954.4075,0,12,10,-0.1,0.4,1,1,-155513.5,1,1,0,0,9654
2014,Monthly,2,0,Unknown,1,0,0,0,0,0,0,0,0,0,71490.1762,0,0,0,0,0,1,1,16545.5,1,1,1,0,9655
2012,Monthly,4,0,Unknown,1,82005.4,0,0,0,1,0,0,0,2216,71189.7287,4,25,8,-0.2,-0.3,1,1,-768,1,1,0,0,9656
2015,Annual,4,2,Wholesale,2,27871676.31,522668,0,0,0.9,0.3,0,81244.7407,3957.0185,19283253.81,3,17,941,-0.1,1.3,1,1,0,0,1,0,1,9657
2014,Annual,4,1,Wholesale,1,1311099.038,822773,0,0,0.5,0.3,0,49357.0576,1.1346,730649.005,7,29,58,-0.1,-0.6,1,1,891904,1,1,0,0,9658
2008,Monthly,4,1,Unknown,2,63180.6547,77444,0,0,0.1,0,0,4263.9714,1851.1547,0,0,13,0,-0.2,0.1,0,1,0,1,1,0,0,9659
2011,Monthly,4,0,Unknown,1,37849.8405,30796,0,0,0.1,0,0,2634.0869,0,31124.345,0,3,0,0,0,1,1,-13748,1,1,0,0,9660
2015,Annual,4,0,Wholesale,1,495194.2962,0,0,0,1,1,0,0,0,680596.435,1,4,1,-0.4,0,1,1,0,1,0,0,0,9661
2015,Monthly,2,0,Unknown,1,0,0,0,0,0,0,0,0,0,210650,0,0,7,0,0,1,1,640202.5,1,1,1,0,9662
2010,Quarterly,3,0,Unknown,1,653387.9,0,0,0,1,1,0,126.1,0,2252,0,0,0,0,0,1,1,-13689422,1,0,1,0,9663
2013,Monthly,4,0,Unknown,1,77040.1388,56557,0,0.2,0.1,0,0,4654.743,0,81174.275,0,19,30,0,0,1,1,1664.5,1,1,0,1,9664
2012,Monthly,4,0,Unknown,1,363542.0833,225996,0,0,0.7,0,0,7657.575,0,14883,0,7,102,0,0,1,1,0,1,1,0,1,9665
2013,Monthly,3,1,Unknown,1,663167.1172,72579,0,0,0.9,0,0,3128.3379,29.7862,320973.905,0,11,0,-0.1,-0.6,1,1,0,1,0,0,0,9666
2014,Monthly,3,0,Unknown,1,0,0,0,0,0,0,0,0,0,27994.7862,2,0,0,0,0,1,1,1708433,1,0,1,1,9667
2015,Monthly,4,0,Unknown,1,0,0,0,0,0,0,0,0,0,49200.4887,0,2,12,0,0,1,1,12873,1,1,1,0,9668
2011,Monthly,3,0,Unknown,1,104656.3166,62422,0,0,0.5,0.1,0,2918.4833,13.7916,91150.5512,0,44,2,0,-0.2,1,1,-155399,1,0,0,1,9669
2015,Monthly,3,0,Mining,1,9468.8104,675,0,0,0.1,0,0,496.7857,0.9542,0,0,25,0,-0.3,-0.7,0,1,-18468.5,1,0,0,0,9670
2011,Annual,4,0,Unknown,1,809.8666,1130,0,0,0,0,0,58.6,0,14883,0,6,0,-0.3,0,1,0,0,1,1,0,0,9671
2013,Monthly,4,0,Unknown,1,100774.875,0,0,0,0.3,0,0,6400.75,0,0,0,0,0,0,0,1,0,0,1,0,1,0,9672
2012,Annual,4,0,Unknown,1,50639.4146,29224,0,0,0.7,0,0,1007.7317,0,37722.0725,0,1,7,0,0,1,1,1586.5,1,1,0,1,9673
2012,Annual,4,0,Technology,1,0,0,0,0,0,0,0,0,167.0869,747899.0675,0,26,40,0,0.2,1,1,151812.5,1,1,0,0,9674
2014,Monthly,2,0,Unknown,1,0,0,0,0,0,0,0,0,12537.9166,0,0,0,0,0,0,0,1,0,1,1,1,0,9675
2013,Annual,4,2,Unknown,3,1525613.465,644623,0,0,0.7,0.2,0.1,38423.7291,775.868,922439.8525,0,44,60,-0.1,0,1,1,1992355,1,1,0,0,9676
2015,Monthly,3,0,Retail,1,58781.0512,452626.87,0,0,0.1,0,0,3363.9925,0,0,0,1,0,0,0,0,1,198015,1,0,0,1,9677
2009,Monthly,4,0,Unknown,1,50311.4358,21984,0,0,0.5,0,0,1845.3076,0,37266.6666,0,1,6,0,0,1,1,-13379,1,0,0,0,9678
2012,Monthly,3,1,Unknown,1,386011.5142,37324.7,0,0,0.9,0.2,0,2778.4027,0,8369.3175,0,3,1,0,0,1,1,262747,1,0,0,0,9679
2009,Monthly,4,0,Unknown,1,199.25,0,0.9,0,0,0,0,5.3333,601.3333,0,0,0,0,0,0,0,0,0,1,1,1,1,9680
2012,Quarterly,4,0,Unknown,1,9389.2065,3610,0,0,0.5,0,0,328.7391,0,2500,1,13,0,-0.2,0,1,1,24002.5,1,1,0,0,9681
2012,Annual,4,1,Unknown,3,42179630.91,22661670,0,0,0.3,0,0,1906233.089,85.25,46240101.96,1,6,1557,-0.1,0.1,1,1,0,0,1,0,1,9682
2010,Monthly,3,0,Unknown,1,0,0,0,0,0,0,0,0,0,155751,0,0,0,0,0,1,0,0,1,0,1,1,9683
2015,Monthly,4,0,Retail,1,46338.0092,7778,0,0,0.8,0,0,665.824,0,100762.6662,2,8,7,-0.1,0,1,1,-1703.5,1,1,0,0,9684
2012,Monthly,4,0,Unknown,1,0,0,0,0,0,0,0,0,0,9129.125,0,0,0,0,0,1,1,46740,1,1,1,0,9685
2013,Monthly,4,0,Unknown,1,333014.8837,28207,0,0,0.4,0,0,15397.4418,0,413080.53,2,1,102,0,0,1,1,-420096,1,1,0,0,9686
2011,Monthly,4,0,Unknown,3,245005.9669,48854,0,0,0.1,0,0,15876.9752,485.6611,9893573.603,0,25,706,-0.1,0.8,1,1,-40642408,0,0,0,1,9687
2011,Quarterly,4,0,Unknown,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9688
2010,Monthly,4,0,Unknown,2,345469.1428,119906,0,0,0.7,0.1,0,7077.4821,80.9821,726288.4437,0,2,0,0,0,1,1,-128920.5,1,0,0,0,9689
2015,Monthly,4,1,Retail,1,140085.1764,99998,0.2,0,0.3,0,0,5301.147,0,26399.905,1,3,9,0,0,1,1,16159.5,1,1,0,0,9690
2014,Monthly,4,0,Unknown,1,343654.75,0,0,0,1,0,0,7.5,0,48547.0925,0,0,18,0,0,1,1,20100,1,1,1,1,9691
2009,Monthly,4,0,Unknown,1,164772.9375,0,0,0,0.9,0,0,1680.0312,0,0,0,0,10,0,0,1,1,0,1,1,0,0,9692
2011,Monthly,4,0,Unknown,4,1023851.643,174744,0,0,0.8,0.3,0,18701,134.9285,141736.99,0,0,0,0,0,1,1,0,1,1,1,0,9693
2013,Monthly,4,0,Retail,1,64653.2916,31063,0,0,0.3,0,0,3335.9791,0,21738.3975,1,21,4,0.1,0,1,1,5222,1,1,0,0,9694
2011,Monthly,4,0,Unknown,3,524722.5701,7373,0,0,0.8,0,0,7137.7192,0,343334.235,0,28,19,0,0,1,1,64882.5,1,1,0,0,9695
2010,Annual,4,0,Unknown,1,213.0769,0,0,0,0,0,0,14.6923,0,18364.7887,0,0,6,0,0,1,1,28822,1,1,1,0,9696
2013,Annual,4,2,Wholesale,12,74278307.11,11719234,0,0,0.9,0.3,0,460686.7134,0,2070910.639,3,24,123,-0.5,0,1,1,8254690,1,0,0,0,9697
2013,Annual,3,0,Unknown,1,4532.84,2600,0,0,0.1,0,0,255.2268,0,0,0,0,0,0,0,0,0,0,1,0,1,0,9698
2011,Monthly,4,0,Unknown,81,20750.4954,7610.3,0,0,0.1,0,0,1331.8909,0,0,0,9,0,1.1,0,1,0,0,1,0,0,0,9699
2010,Monthly,1,0,Unknown,1,375841.0263,93508,0,0,0.5,0.4,0,9900.8684,0,11725.5362,0,1,0,0,0,1,0,0,1,0,0,0,9700
2012,Annual,4,0,Unknown,1,847835.5257,0,0,0,1,0.7,0,664.4742,47197.4226,772375.8137,0,9,65,-0.3,-0.3,1,1,204295459.5,1,0,0,0,9701
2014,Monthly,3,0,Unknown,1,0,0,0,0,0,0,0,0,0,611267.3762,0,0,94,0,0,1,1,-14478383,1,0,1,0,9702
2015,Monthly,4,0,Retail,1,292083.5802,71082,0,0,0.6,0.4,0,11625.432,0,64975.9212,2,4,10,-0.2,0,1,1,95583,1,0,0,1,9703
2010,Annual,4,0,Unknown,1,454.4347,239,0,0,0,0,0,28.826,1.0869,615923.0187,3,4,1,-0.3,-0.3,1,1,-397366.5,1,0,0,0,9704
2010,Quarterly,1,0,Unknown,1,7120.4893,0,0,0,0.3,0,0,298.9461,0,0,0,14,0,0.4,0,0,0,0,1,0,0,0,9705
2010,Monthly,4,0,Unknown,1,153736.9629,78678,0,0,0.6,0,0,6108.1851,0,0,0,0,0,0,0,1,1,0,1,1,1,0,9706
2010,Annual,4,0,Unknown,1,1382.326,0,0,0,0,0,0,20.5434,0,0,0,5,0,-0.2,0,0,0,0,1,1,0,0,9707
2009,Monthly,4,1,Unknown,1,51593.909,27391,0.1,0,0.4,0,0,2216.7454,0,812.8,0,3,0,0,0,1,1,-65326,1,1,0,1,9708
2014,Monthly,4,0,Retail,1,55099.8205,83910,0,0,0,0,0,3706.6785,0,19402.1562,0,7,16,-0.1,0,1,1,-27671,1,1,0,0,9709
2012,Annual,3,0,Unknown,1,22641.1944,0,0,0,0,0,0,1370.0702,0,21130.87,0,1,3,0,0,1,1,-35106978,1,0,1,0,9710
2012,Annual,4,0,Unknown,4,7037460.522,1023142,0,0,0.7,0.2,0.2,156710.913,9682.6086,29766,0,0,177,0,0,1,1,0,1,1,1,0,9711
2013,Monthly,3,0,Unknown,1,473906.3846,0,0,0,1,1,0,28.8923,0,120725.39,2,1,0,0,0,1,1,0,1,0,1,0,9712
2011,Monthly,3,1,Unknown,1,16799.5,39334,0,0,0.1,0,0,971,0,14883,0,25,0,-0.5,0,1,0,0,1,0,0,0,9713
2015,Monthly,4,0,Retail,7,262500.1964,147417,0,0,0.4,0,0.1,12592.875,0,87857.9475,1,45,14,0.1,0,1,1,-101389,1,1,0,0,9714
