flngCustomerKey,fblnAuditSuccesful,fstrFiling,fintPreviousAudits,flngSiteCount,fcurTotalReceipts,fcurUseTax,fcurWages,flngCollectCount,flngPaymentCount,fblnHasCigAcct,fblnHasLiqAcct,flngYearsOpen,fcurCorpIncome,fblnInState,fstrNAICS,fdblPercentFiledOnTime,flngOtherAcctCount,flngTotalCRMNotes,flngEmployeeCount,fstrFDSWebDomain,flngFDSEmployeeCount,fcurFDSPropertyStateValue,fstrFDSSalesVolume,flngFDSLocationCount,fstrFDSExpenses,fstrFDSCreditRating,fstrFDSRating,fstrFDSBusinessComplexity,fstrFDSBusinessCollectability,fblnFDSBusinessActive,flngFDSLienCount,flngFDSUCCFilingsCount,flngFDSBankruptcyCount,flngFDSCurrentVehicleCount,flngFDSAircraftCount,flngFDSPropertyStateCount,flngFDSAddressStateCount,fblnFDSSubsidiaries,fblnFDSFranchise,fdblFDSPcntAgriculture,fdblFDSPcntConstruction,fdblFDSPcntFinancial,fdblFDSPcntGovernment,fdblFDSPcntHealthCare,fdblFDSPcntInformation,fdblFDSPcntHospitality,fdblFDSPcntManufacturing,fdblFDSPcntOther,fdblFDSPcntProfessional,fdblFDSPcntRestaurant,fdblFDSPcntRetail,fdblFDSPcntTransportion,fdblFDSPcntWholesaleTrade,fstrFDSPrimaryBusiness
1929605632,0,ST1MO,0,1,500000,0,0,0,12,0,0,2,0,0,333314,0,2,8,0,OTHER,8,0,MEDIUM,1,LOW,HIGH,UNKNOWN,LOW,HIGH,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRADE
1929691648,0,ST1MO,1,1,5000000,10000,1000000,1,53,0,0,5,0,0,811310,0.66,3,42,0,COM,500,0,MEDIUM,5,HIGH,MEDIUM,MEDIUM,LOW,HIGH,1,3,44,0,39,0,2,5,1,0,0,0,0,0,0,0,0,0.1429,0.1429,0,0,0,0,0.7143,TRADE
1929691648,1,ST1MO,0,1,1000000,10000,500000,0,19,0,0,3,0,0,811310,0,3,12,0,COM,500,0,MEDIUM,5,HIGH,MEDIUM,MEDIUM,LOW,HIGH,1,3,44,0,39,0,2,5,1,0,0,0,0,0,0,0,0,0.1429,0.1429,0,0,0,0,0.7143,TRADE
1930053632,0,ST1AN,0,1,500000,0,500000,0,5,0,0,8,0,0,611710,0.49,2,9,570,ORG,7790,131101400,LOW,28,HIGH,MEDIUM,UNKNOWN,HIGH,MEDIUM,1,11,0,0,1,0,1,26,1,0,0,0,0,0,0,0,0,0,0.1667,0.8333,0,0,0,0,PROFESSIONAL
1930070016,0,ST1QTR,0,1,500000,0,50000,0,8,0,0,30,10000,1,423720,0.85,3,14,3,NONE,0,102430,MEDIUM,1,MEDIUM,HIGH,UNKNOWN,LOW,HIGH,1,0,1,0,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRADE
1930236416,0,ST1MO,0,5,500000,10000,0,0,62,0,0,15,0,0,812210,0.08,3,99,17,NONE,0,0,MEDIUM,1,MEDIUM,LOW,UNKNOWN,LOW,MEDIUM,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,PROFESSIONAL
1930603008,0,ST1AN,0,1,10000,0,0,2,20,0,0,3,10000,1,541613,0.63,3,26,0,COM,0,0,MEDIUM,1,MEDIUM,HIGH,UNKNOWN,LOW,HIGH,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,PROFESSIONAL
1930666496,0,ST1MO,0,10,500000,0,100000000,0,22,0,1,76,0,1,611310,1,7,74,4830,OTHER,0,89010,MEDIUM,2,MEDIUM,LOW,UNKNOWN,LOW,HIGH,0,0,62,0,0,16,1,2,1,0,0,0,0,0,0,0,0,0,0.6667,0.3333,0,0,0,0,OTHER
1930783744,0,ST1MO,0,1,500000,0,10000,1,52,1,0,4,10000,1,447110,0,3,72,3,NONE,0,0,MEDIUM,1,MEDIUM,HIGH,UNKNOWN,LOW,MEDIUM,0,1,6,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,FINANCIAL
1930787328,0,ST1MO,0,1,1000000,10000,1000000,0,11,0,0,29,500000,1,321918,0.51,3,6,0,COM,10,280429,LOW,1,HIGH,LOW,UNKNOWN,HIGH,MEDIUM,0,1,68,2,0,0,1,1,0,0,0,0.5,0,0,0,0,0,0.5,0,0,0,0,0,0,MIX
1930912256,0,ST1AC,0,5,5000000,10000,1000000,0,71,0,0,22,0,1,423830,0.97,7,13,50,COM,0,0,MEDIUM,1,HIGH,MEDIUM,UNKNOWN,HIGH,HIGH,0,0,51,0,1,0,0,1,0,1,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0.75,TRADE
1930924032,0,ST1MO,0,1,1000000,10000,500000,1,56,0,0,25,50000,1,423810,0.57,7,54,31,COM,14,14040,MEDIUM,1,HIGH,MEDIUM,UNKNOWN,HIGH,HIGH,1,0,20,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,MIX
1931073536,0,ST1AN,0,1,5000000,0,100000,2,0,0,0,11,500000,1,423840,0,3,11,3,COM,3,0,MEDIUM,1,MEDIUM,HIGH,UNKNOWN,LOW,HIGH,1,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRADE
1931086848,0,ST1AC,0,5,5000000,0,500000,1,107,0,0,24,500000,1,423330,0.84,3,29,24,COM,12,0,MEDIUM,1,MEDIUM,LOW,UNKNOWN,LOW,HIGH,1,0,29,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRADE
1931125760,0,ST1MO,0,1,5000000,10000,5000000,0,128,0,0,51,500000,1,238222,0.46,3,34,90,COM,56,0,MEDIUM,1,HIGH,MEDIUM,UNKNOWN,LOW,HIGH,1,0,62,0,78,0,0,1,0,0,0,0.6667,0,0,0,0,0,0.3333,0,0,0,0,0,0,CONSTRUCTION
1931280896,0,ST1MO,0,5,25000000,10000,5000000,0,10,0,0,2,0,1,423510,1,3,35,1,COM,16,0,LOW,3,HIGH,MEDIUM,UNKNOWN,LOW,MEDIUM,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0.25,MANUFACTURING
1931511296,0,ST1AN,0,1,50000,0,100000,0,4,0,0,3,-1000000,1,517312,0.4,5,34,4,COM,4,50890,MEDIUM,1,MEDIUM,HIGH,UNKNOWN,LOW,HIGH,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRANSPORT
1931667456,1,ST1AC,0,1,5000000,10000,25000000,0,78,0,0,25,25000000,1,423220,0.81,3,37,358,COM,1144,0,LOW,2,HIGH,MEDIUM,UNKNOWN,HIGH,HIGH,1,2,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0.25,0,0.75,0,0,RETAIL
1931667456,1,ST1AC,0,1,5000000,10000,25000000,1,223,0,0,27,25000000,1,423220,0.79,3,173,358,COM,1144,0,LOW,2,HIGH,MEDIUM,UNKNOWN,HIGH,HIGH,1,2,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0.25,0,0.75,0,0,RETAIL
1931716608,0,ST1QTR,0,1,500000,0,0,0,16,0,0,2,0,1,441310,1,1,14,0,NONE,0,0,MEDIUM,1,MEDIUM,HIGH,UNKNOWN,LOW,MEDIUM,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,OTHER
1931824128,1,ST1MO,0,1,50000,0,0,0,0,0,0,4,0,1,541940,0,3,0,22,NONE,0,0,MEDIUM,1,MEDIUM,HIGH,UNKNOWN,LOW,MEDIUM,0,0,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,OTHER
1931828224,0,ST1AC,0,10,5000000,0,5000000,0,156,0,0,38,1000000,1,453998,0.97,3,20,196,COM,44,0,MEDIUM,1,MEDIUM,LOW,UNKNOWN,HIGH,HIGH,1,0,36,0,16,0,0,1,1,0,0,0,0,0,0,0,0,0,0.1429,0,0,0.5714,0,0.2857,RETAIL
1931828224,0,ST1AC,1,10,5000000,10000,5000000,0,296,0,0,43,-100000,1,453998,1,3,65,196,COM,44,0,MEDIUM,1,MEDIUM,LOW,UNKNOWN,HIGH,HIGH,1,0,36,0,16,0,0,1,1,0,0,0,0,0,0,0,0,0,0.1429,0,0,0.5714,0,0.2857,RETAIL
1932122112,0,ST1QTR,0,1,0,10000,1000000,0,25,0,0,6,10000,1,238222,0.03,4,44,61,COM,0,0,MEDIUM,1,HIGH,MEDIUM,UNKNOWN,HIGH,HIGH,1,0,22,0,8,0,0,1,0,0,0,0.75,0,0,0,0,0,0,0.25,0,0,0,0,0,CONSTRUCTION
1932122112,1,ST1QTR,0,1,0,0,1000000,0,0,0,0,5,100000,1,238222,0,4,23,61,COM,0,0,MEDIUM,1,HIGH,MEDIUM,UNKNOWN,HIGH,HIGH,1,0,22,0,8,0,0,1,0,0,0,0.75,0,0,0,0,0,0,0.25,0,0,0,0,0,CONSTRUCTION
1932266496,0,ST1MO,0,1,50000,0,50000,0,60,0,0,7,50000,1,441110,0.84,4,38,2,COM,0,0,MEDIUM,1,MEDIUM,LOW,UNKNOWN,HIGH,HIGH,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.25,0,RETAIL
1932272640,0,ST1MO,0,1,50000,0,0,0,39,1,1,3,10000,1,722410,1,2,17,2,NONE,0,0,MEDIUM,1,MEDIUM,HIGH,UNKNOWN,LOW,MEDIUM,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,RESTAURANT
1932288000,0,ST1AN,0,1,25000000,0,500000,0,0,0,0,22,500000,1,484210,0.25,3,5,10,COM,8,0,MEDIUM,1,MEDIUM,LOW,HIGH,LOW,HIGH,1,0,37,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.3333,0.3333,0,0,0.3333,0,MIX
1932427776,1,ST1MO,0,1,0,0,0,0,0,0,0,6,10000,1,332112,0,3,0,0,COM,0,0,MEDIUM,1,MEDIUM,MEDIUM,LOW,LOW,HIGH,1,0,14,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MANUFACTURING
1932602368,0,ST1AN,0,1,5000000,0,100000,0,0,0,0,28,100000,1,425120,0,3,0,5,COM,0,0,MEDIUM,2,MEDIUM,HIGH,HIGH,LOW,HIGH,1,0,12,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRADE
1932976640,0,ST1MO,1,5,500000,10000,100000,0,51,0,0,10,1000000,0,423430,1,3,18,1,COM,270,0,MEDIUM,5,HIGH,LOW,UNKNOWN,LOW,HIGH,1,2,63,0,5,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRADE
1933205504,1,ST1MO,0,1,100000,0,10000,0,0,0,0,7,10000,1,NULL,0.19,2,0,0,NONE,0,0,MEDIUM,1,MEDIUM,HIGH,UNKNOWN,LOW,MEDIUM,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,OTHER
1933205504,1,ST1MO,1,1,100000,0,10000,0,27,0,0,8,10000,1,NULL,0.14,2,44,0,NONE,0,0,MEDIUM,1,MEDIUM,HIGH,UNKNOWN,LOW,MEDIUM,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,OTHER
1933281280,1,ST1AC,0,10,500000,10000,500000,1,143,0,0,25,10000,1,444130,0.89,6,48,69,OTHER,0,0,MEDIUM,1,MEDIUM,MEDIUM,UNKNOWN,HIGH,HIGH,1,0,0,0,24,0,0,1,0,1,0,0,0.125,0,0,0,0,0,0.125,0,0,0.625,0,0.125,RETAIL
1933281280,0,ST1AC,0,10,1000000,10000,500000,2,294,0,0,27,-100000,1,444130,0.95,6,97,69,OTHER,0,0,MEDIUM,1,MEDIUM,MEDIUM,UNKNOWN,HIGH,HIGH,1,0,0,0,24,0,0,1,0,1,0,0,0.125,0,0,0,0,0,0.125,0,0,0.625,0,0.125,RETAIL
1933463552,0,ST1MO,0,1,100000,0,500000,1,33,0,0,14,100000,1,541511,0.11,3,10,13,COM,7,0,MEDIUM,1,MEDIUM,HIGH,UNKNOWN,LOW,HIGH,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,PROFESSIONAL
1933794464,1,ST1MO,0,1,0,0,50000,0,1,0,0,2,0,1,NULL,0,2,45,0,NONE,0,0,MEDIUM,1,MEDIUM,HIGH,UNKNOWN,LOW,MEDIUM,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,RETAIL
1933882368,0,ST1AN,0,1,1000000,0,1000000,0,0,0,0,4,0,1,NULL,0.82,2,1,0,COM,0,2682220,HIGH,2,MEDIUM,HIGH,UNKNOWN,LOW,HIGH,1,0,13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MANUFACTURING
1934025216,0,ST1MO,0,1,50000,0,50000,0,63,0,0,8,50000,1,446199,0.81,3,26,4,COM,2,0,MEDIUM,1,LOW,LOW,UNKNOWN,HIGH,MEDIUM,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.75,0,0,RETAIL
1934043648,1,ST1AC,0,1,10000,100000,100000000,5,81,0,0,36,0,1,221210,1,7,165,1891,COM,586,12779805,MEDIUM,1,HIGH,LOW,UNKNOWN,LOW,HIGH,1,0,66,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRANSPORT
1934133248,0,ST1MO,0,1,500000,0,500000,0,11,0,0,3,-100000,1,423620,0.41,3,3,2,COM,0,0,MEDIUM,1,MEDIUM,HIGH,UNKNOWN,LOW,HIGH,1,0,11,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,RETAIL
1934296576,0,ST1AC,0,25,5000000,0,5000000,0,59,0,0,63,5000000,0,NULL,1,2,4,0,COM,774,0,MEDIUM,1,HIGH,HIGH,UNKNOWN,LOW,MEDIUM,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,RETAIL
1934298112,0,ST1MO,0,1,100000,0,500000,3,66,0,1,7,10000,1,722511,0.05,4,94,0,NONE,0,0,MEDIUM,1,MEDIUM,HIGH,UNKNOWN,LOW,LOW,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
1934323712,0,ST1MO,0,1,5000000,10000,500000,0,9,0,0,11,25000000,1,311119,0.43,5,11,35,COM,26,0,MEDIUM,1,MEDIUM,HIGH,UNKNOWN,LOW,HIGH,1,0,3,0,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MANUFACTURING
1934450688,0,ST1AN,0,1,500000,0,500000,0,1,0,0,7,-1000000,0,NULL,0.35,2,15,0,COM,420,0,LOW,1,HIGH,MEDIUM,UNKNOWN,HIGH,HIGH,1,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0.4286,0,0,0,0.2857,0,0.1429,0.1429,0,MIX
1934692352,0,ST1MO,0,1,500000,0,50000,0,47,0,1,3,50000,1,445110,0.91,3,23,7,NONE,0,0,MEDIUM,1,MEDIUM,HIGH,UNKNOWN,LOW,LOW,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,OTHER
1934789120,0,ST1AN,0,1,50000,10000,50000,1,7,0,0,29,10000,1,532310,0.25,3,16,1,COM,0,0,MEDIUM,1,LOW,LOW,UNKNOWN,HIGH,HIGH,1,0,3,0,7,0,0,1,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.3333,0.1667,0,MIX
1934977536,0,ST1MO,0,5,500000,0,0,1,28,0,0,3,10000,1,NULL,0.25,3,30,0,NONE,0,0,MEDIUM,1,MEDIUM,MEDIUM,UNKNOWN,MEDIUM,HIGH,1,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0.6667,0,0,0.3333,0,0,OTHER
1935003648,0,ST1MO,0,10,5000000,0,5000000,0,74,0,0,22,5000000,1,NULL,0.84,2,9,0,COM,40,0,MEDIUM,2,HIGH,MEDIUM,UNKNOWN,HIGH,HIGH,1,0,27,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0.1667,0,0.5,0,0.3333,MIX
1935051776,0,ST1MO,0,1,0,10000,0,0,20,0,0,5,0,0,493110,0.5,1,31,0,COM,1096,0,MEDIUM,2,HIGH,HIGH,UNKNOWN,LOW,HIGH,1,5,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,TRANSPORT
1935267840,0,ST1MO,0,1,100000,0,50000,0,41,0,0,12,10000,1,NULL,0.11,3,28,0,NONE,0,0,MEDIUM,1,MEDIUM,LOW,UNKNOWN,LOW,MEDIUM,1,0,10,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,RETAIL
1935356576,0,ST1AN,0,1,10000,0,50000,0,11,0,0,2,0,0,NULL,0,0,20,0,COM,1,0,MEDIUM,1,MEDIUM,HIGH,UNKNOWN,LOW,HIGH,1,0,19,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRADE
1935505920,0,ST1AN,0,1,500000,0,50000,0,26,0,0,11,50000,1,423840,0.94,3,6,14,COM,5,0,MEDIUM,1,MEDIUM,LOW,UNKNOWN,LOW,HIGH,1,0,28,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRADE
1935526400,0,ST1MO,0,1,0,0,0,0,0,0,0,6,5000000,1,621999,0,3,48,227,COM,30,0,LOW,4,HIGH,MEDIUM,UNKNOWN,HIGH,MEDIUM,1,7,36,0,1,0,0,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,HEALTHCARE
1935563264,0,ST1MO,0,1,100000,0,100000,0,8,0,0,12,10000,0,541430,0.86,3,2,0,NONE,0,0,MEDIUM,1,MEDIUM,LOW,UNKNOWN,LOW,LOW,0,0,20,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,PROFESSIONAL
1935684608,0,ST1AC,0,1,5000000,0,5000000,0,13,0,1,14,500000,0,722320,1,5,4,394,COM,86,0,MEDIUM,1,MEDIUM,LOW,MEDIUM,LOW,HIGH,1,0,67,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0.25,0,0,RESTAURANT
1935733248,0,ST1MO,0,5,1000000,10000,500000,1,149,0,0,20,5000000,0,424130,0.11,3,91,2,COM,112,0,MEDIUM,2,MEDIUM,HIGH,UNKNOWN,LOW,MEDIUM,1,22,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,RETAIL
1935960064,0,ST1QTR,0,1,0,0,500000,0,0,0,0,6,0,1,333511,0,3,24,47,ORG,0,398749,MEDIUM,1,MEDIUM,HIGH,UNKNOWN,LOW,HIGH,1,1,18,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MANUFACTURING
1935960064,0,ST1QTR,0,1,0,0,500000,0,0,0,0,6,0,1,333511,0,3,24,47,ORG,0,398749,MEDIUM,1,MEDIUM,HIGH,UNKNOWN,LOW,HIGH,1,1,18,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MANUFACTURING
1936052224,0,ST1AC,1,1,1000000,0,1000000,3,152,0,0,23,-100000,0,NULL,0.84,2,141,0,COM,1465,353257,MEDIUM,1,HIGH,HIGH,UNKNOWN,LOW,HIGH,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CONSTRUCTION
1936112128,1,ST1MO,0,1,500000,0,100000,0,14,0,0,8,0,0,NULL,0.41,0,5,0,COM,34,0,MEDIUM,7,MEDIUM,HIGH,UNKNOWN,LOW,HIGH,1,2,0,0,4,0,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,HEALTHCARE
1936237568,0,ST1MO,0,1,10000,0,50000,2,26,0,0,3,1000000,0,NULL,0.08,2,22,0,NONE,0,0,LOW,2,HIGH,LOW,UNKNOWN,LOW,HIGH,1,2,13,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0.1667,0,0.5,0,0,0,0.3333,MIX
1936299008,0,ST1MO,0,1,50000,0,50000,0,2,0,1,39,-100000,1,NULL,0.84,2,1,0,COM,1,0,MEDIUM,1,MEDIUM,MEDIUM,UNKNOWN,LOW,MEDIUM,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0.5,0,0,0,0.1667,0.1667,0.1667,0,MIX
1936425984,1,ST1MO,0,1,50000,0,50000,2,11,0,0,4,5000000,0,561720,0.35,4,47,3,COM,46,0,MEDIUM,5,MEDIUM,HIGH,UNKNOWN,LOW,HIGH,1,1,20,0,1,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,PROFESSIONAL
1936482304,0,ST1QTR,1,1,0,10000,500000,0,26,0,0,5,500000,1,621210,0.89,3,37,15,COM,0,0,MEDIUM,1,MEDIUM,MEDIUM,UNKNOWN,HIGH,MEDIUM,0,0,4,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,HEALTHCARE
1936484864,0,ST1QTR,0,1,5000000,0,500000,0,9,0,0,24,100000,1,327420,0.25,3,9,43,COM,7,164202,MEDIUM,1,HIGH,MEDIUM,HIGH,HIGH,HIGH,1,0,11,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.5,MIX
1936544768,0,ST1MO,0,1,100000,0,50000,0,37,1,0,5,50000,1,451110,0.47,3,4,0,ORG,9,0,LOW,1,HIGH,MEDIUM,UNKNOWN,LOW,MEDIUM,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0.6667,0,0.1667,0,0,0.1667,0,0,HOSPITALITY
1936626176,1,ST1AN,0,1,5000000,10000,5000000,1,6,0,0,27,0,0,238292,0.97,3,70,1,COM,1607,0,MEDIUM,7,HIGH,HIGH,UNKNOWN,LOW,HIGH,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,PROFESSIONAL
1936877568,1,ST1MO,0,1,100000,0,10000,0,13,0,1,1,0,1,541511,0,4,36,0,NONE,0,0,MEDIUM,1,MEDIUM,HIGH,UNKNOWN,LOW,LOW,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,RETAIL
1937017344,1,ST1AC,1,1,500000,0,500000,0,49,0,0,45,25000000,0,425120,0.97,4,63,3,COM,503,0,LOW,4,HIGH,MEDIUM,UNKNOWN,HIGH,HIGH,1,4,37,0,6,0,0,3,1,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0.25,MANUFACTURING
1937017344,0,ST1AC,0,1,100000,0,100000,0,8,0,0,42,25000000,0,425120,0.89,4,19,3,COM,503,0,LOW,4,HIGH,MEDIUM,UNKNOWN,HIGH,HIGH,1,4,37,0,6,0,0,3,1,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0.25,MANUFACTURING
1937121280,0,ST1MO,0,1,100000,0,0,0,2,0,0,4,25000000,0,811310,0.46,3,0,1,COM,125,0,MEDIUM,4,MEDIUM,HIGH,UNKNOWN,LOW,HIGH,1,2,15,0,2,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,MANUFACTURING
1937156096,0,ST1MO,0,1,100000,0,50000,0,34,0,0,42,10000,1,423120,0.62,3,6,0,NONE,0,0,MEDIUM,0,MEDIUM,HIGH,UNKNOWN,LOW,LOW,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NONE
1937385472,0,ST1MO,0,1,500000,0,100000,0,26,0,0,19,5000000,0,NULL,1,4,9,0,COM,13,3902890,MEDIUM,1,HIGH,MEDIUM,UNKNOWN,HIGH,HIGH,1,0,0,0,64,0,1,1,1,0,0,0,0,0,0,0,0,0.4286,0.1429,0,0,0.2857,0,0.1429,MIX
1937419264,0,ST1AN,0,1,500000,0,0,0,0,0,0,4,0,0,NULL,0.07,1,1,0,COM,222,0,MEDIUM,1,HIGH,HIGH,UNKNOWN,LOW,MEDIUM,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,TRADE
1937540608,0,ST1MO,0,1,5000000,0,500000,1,52,0,0,6,0,0,519130,0.14,3,51,12,COM,356,0,LOW,3,HIGH,HIGH,UNKNOWN,LOW,MEDIUM,1,5,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,PROFESSIONAL
1937552384,0,ST1MO,0,1,5000000,10000,1000000,0,5,0,0,27,1000000,1,424310,0.41,3,1,66,COM,74,0,MEDIUM,1,HIGH,MEDIUM,UNKNOWN,HIGH,HIGH,1,0,12,0,1,0,0,1,1,0,0,0,0.25,0,0,0,0,0,0,0,0,0.5,0,0.25,MIX
1937746944,0,ST1MO,1,10,100000,10000,500000,0,46,0,0,6,-100000,0,611511,0.84,3,23,0,COM,38,1916200,MEDIUM,4,MEDIUM,LOW,UNKNOWN,LOW,HIGH,1,11,31,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,PROFESSIONAL
1937750016,0,ST1MO,0,1,0,0,500000,0,0,0,0,5,10000,1,337212,0,3,33,19,COM,8,0,MEDIUM,1,MEDIUM,LOW,UNKNOWN,LOW,HIGH,1,0,34,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CONSTRUCTION
1938080256,0,ST1QTR,0,1,50000,0,0,0,7,0,0,24,0,0,NULL,0.21,0,10,0,COM,30,0,MEDIUM,3,LOW,LOW,UNKNOWN,LOW,HIGH,1,0,48,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0.5,0.5,0,0,0,0,0,MIX
1938139648,0,ST1MO,0,5,50000,0,50000,0,1,0,0,4,50000,1,238222,0.8,3,3,2,NONE,0,0,MEDIUM,1,MEDIUM,HIGH,UNKNOWN,LOW,MEDIUM,1,0,0,0,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CONSTRUCTION
1938196992,1,ST1MO,0,1,500000,0,10000,5,7,0,0,13,10000,1,321911,1,3,58,4,COM,1,0,LOW,1,LOW,LOW,UNKNOWN,LOW,HIGH,1,2,16,0,3,0,0,1,0,0,0,0.6667,0,0,0,0,0,0.3333,0,0,0,0,0,0,CONSTRUCTION
1938266624,0,ST1QTR,0,1,5000000,0,500000,0,26,0,0,31,500000,1,321920,1,3,32,36,COM,5,0,MEDIUM,1,MEDIUM,MEDIUM,UNKNOWN,LOW,HIGH,1,0,11,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0.2,MANUFACTURING
1938299392,0,ST1MO,0,5,100000,0,50000,0,50,0,0,11,10000,0,451120,0.78,3,12,0,NONE,0,0,MEDIUM,1,MEDIUM,HIGH,UNKNOWN,LOW,LOW,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,PROFESSIONAL
1938319872,0,ST1MO,0,1,500000,0,500000,1,48,0,0,6,100000,1,238111,0.08,3,28,13,COM,3,0,MEDIUM,1,MEDIUM,LOW,UNKNOWN,LOW,HIGH,1,0,27,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,CONSTRUCTION
